Parameter_Name,Column3,Column4,Column5,File_Count
C_FAF_AC_Update_Filt_Coeff,02F9,16,22D4,7
J1939_ERC1_Broadcast_Enable,043B,16,22F2,7
C_CBM_PID_Der_Filter_Const,0308,16,21F5,7
C_DeSOx_KH_Timer_Max_Od_Value,0306,16,21F3,7
C_FAF_AC_Min_Idle_Time,029E,16,21B3,7
C_ATP_NOx_Veh_Spd_Flt_Cnst,90BA,16,13FB,6
C_RGM_Catalyst_Fuel_Override_Value,90A1,16,13E7,7
Tool_PTO_Droop_Adj_Slope_Maximum,0009,0016,0010,16
Aux_Quantity_Beta1_Override_Value,8828,16,07F6,7
EB_Cold_Minimum_Engage_RPM,1071,0016,007E,16
AFM_Restriction_Value,083C,16,0000,6
Alternator_High_And_Line_Error,1036,16,0000,7
Alternator_High_Error,1036,16,0000,7
Alternator_Sense_Line_Error,1036,16,0000,7
Ambient_Air_Press_Filtered,1921,16,0000,7
ASG_Droop_Minimum_Throttle,0008,0016,000F,16
ATM_ATD_EGR_Derate_Ovrd_En_3,0958,16,0000,6
ATM_ATD_EGR_Derate_User_Val_3,0958,16,0000,6
ATM_ATD_EGR_Error_Ovrd_En_3,0958,16,0000,6
ATM_ATD_EGR_Error_User_Val_3,0958,16,0000,6
ATM_ATD_ESS_Derate_Ovrd_En,0765,16,0000,7
ATM_ATD_ESS_Derate_User_Val,0765,16,0000,7
ATM_ATD_ESS_Error_Ovrd_En,0765,16,0000,7
ATM_ATD_ESS_Error_User_Val,0765,16,0000,7
Aux_Alpha1_Fuel_Quantity,8829,16,0000,7
Aux_SOI_DeSOx,8803,16,0000,7
Average_MAF_Delta,05CA,16,0000,6
CAC_Lk_MCF_Fail_Cnt,0AA1,16,0000,6
CANC_Id1_Rx_Msg_Timer,08CF,16,0000,6
CBR_FAF_Corr_Chi3,08C9,16,0000,6
C_EGA_Dr_Short_Fault_Clear_Time,1908,16,0D23,7
C_EGA_HB1_Retry_Increment,17CD,0016,0C30,8
C_EGA_Normalized_Resistance,17BF,0016,0C24,8
C_EGRT_BP_Off_Thd,1A56,16,0E29,6
C_Exhaust_Filter_Stat_Msg_Time,8B2D,16,0ACB,6
C_FSST_p_DiffMaxLimitMpropTst_2,8A88,16,0A3F,6
Charge_Press_Delta,03D4,16,0000,6
CHH_Minor_Engine_Protection,1A57,16,0000,6
CHL_EGR_Frac_Cmd_Request,169B,16,0000,7
C_OBD_BB_EOT_HC_Count_Thd,1A2E,16,0E11,6
CORS_Makeup_Valve_Driver_Priority,12A7,0016,0000,16
Crank_Accumulated_Period,819B,0016,0000,16
Cruise_On_Switch2_Mux,8A0F,16,0000,7
CSE_Regen_Ref_Table,169E,16,0000,7
CTM_DeSoot_Warmup_Fuel,037C,16,0000,7
CTM_FFD_Cat_Fuel_Process_Output,90C1,16,0000,7
C_TPE_Exhaust_Pilot_to_Main,198C,16,0D92,7
DeSOx_Lambda_Ref,0287,16,0000,7
Dn_O2_Htr_Func_Timer_Complete,06E2,16,0000,7
Door_Switch_Open_Error,1036,16,0000,7
EAC_Selected_D_Gain,90A0,16,0000,7
EB_Cruise_Active,04A0,16,0000,7
EGR_BP_IMT_Load_Factor,05C1,16,0000,6
EGR_Position_Sensor,1966,0016,0000,12
Ex_TFrame_11,8D22,0016,0000,7
FAF_AC_Ave_FAF_Mult,0428,16,0000,7
FPR_s_ResultState_v,05C3,16,0000,7
FS_EPS_Backup_Intermittent_Sync_Error,1036,16,0000,7
FS_EPS_Backup_No_Pulse_Error,1036,16,0000,7
FS_EPS_Backup_No_Sync_Error,1036,16,0000,7
FS_EPS_Both_Failed_Error,1036,16,0000,7
FS_EPS_Main_Intermittent_Sync_Error,1036,16,0000,7
FS_EPS_Main_No_Pulse_Error,1036,16,0000,7
FS_EPS_Main_No_Sync_Error,1036,16,0000,7
FS_EPS_Main_Supply_Error,1036,16,0000,7
FS_EPS_Phase_Shift_Error,1036,16,0000,7
FSST_p_SetpntMpropTst,09D8,16,0000,6
FSST_st_HpTst,0A80,16,0000,12
FSS_Zero_Torque_Fueling,10E7,0016,00C3,16
H_ATR_DeSOx_Cost,034E,16,0000,7
H_CBM_Ki_Gain_Adjustment,0879,16,0000,7
HPCR_Alpha1_Fuelpr_Setpoint,803F,16,0000,7
HPCR_Begin_Cyl_Angle,05F4,16,0000,6
HPCR_Fuel_Pressure_Actual,8B04,16,0000,7
H_PTM_DeSOx_Active,07B8,16,0000,6
H_SFD_ST_DeSoot_Active,078E,16,0000,7
H_SFL_ST_Tool_Rqst,06ED,16,0000,7
H_SFP_Norm_Parameter12,0917,16,0000,6
H_Super_DeSoot_Complete_Trigger,068F,16,0000,4
HTA_FAF_Table_Value,90EC,16,0000,7
H_TSR_AT3_Single_Dither_State,05DC,16,0000,7
IAT_Status_Line_Toggle_Check,0447,16,0000,7
Increment_Switch_Priority,12A8,16,0000,7
J1939_VGT_Status_Mesg_Timer,0309,16,0000,7
KTE_Abort_Condition,07A6,16,0000,7
Learned_Rear_End_Ratio,8A7C,16,0000,7
Low_Fuelpr_DBV4_Popped_Off_Flag,8D38,16,0000,7
LSG_FSST_Speed,14F0,16,0000,6
MM_Reset_Start_Flag,08EA,16,0000,6
NAC_Out_O2_High_Rat_Fail_Count,06D9,16,0000,7
NOxSOx_Aux2Qty_Ramped_Interp_Fact,911B,16,0000,7
Number_Of_Checksum_Padding,8B3F,0016,0ADB,8
OBD_BB_EOT_HC_Passed,19CA,16,0000,6
OBD_ELD_Delay_Timer,08E6,16,0000,7
OBD_RPF_R_3,06DF,16,0000,7
OCR_Inlet_Tmptr_Lo,035C,16,0000,7
OD_On_Max_Time,8C33,0016,0BB2,7
PilotCC_DeNOx_Fuel_Quantity,05F8,16,0000,7
Pilot_DeSOx_Beta1_Fuel_Quantity,884E,16,0000,7
RE_Available_Torque,8BBD,0016,0000,10
RE_EB_Delay_4_3_Flag,8C19,0016,0000,6
RE_EB_Lockup_Aid_Flag,8C19,0016,0000,6
RE_E_Brake_Inhibit_LU,8C19,0016,0000,10
RE_E_Brake_Inhibit_LU_Flag,8C19,0016,0000,10
RE_Ebrake_Inhibit_Timeout_Flag,8C19,0016,0000,10
RE_Governor_Pr_Control_Rat_Max_Oil_Temp,8C59,0016,0FD2,10
RE_Init_Cal_Delay,8C17,0016,0000,10
RE_Lockup_Boost,8C18,0016,0B9C,10
RE_Lockup_Service_OSS_3,8BBC,0016,0B42,10
RE_MPHX2_Max_Cal,8BB5,0016,0B29,10
RE_Tow_Mode_3_4_Inhibit_Timer_Max,8BBB,0016,0B41,7
RE_Trans_EBrake,8C19,0016,0000,10
RE_VFS_PWM_On_Time,8BB6,0016,0000,10
RGM_Lambda_Ki,910B,16,0000,7
Sys_WD_Prev_VSS,014A,16,0000,7
TCC_Ratio,8C34,0016,0000,7
TGC_Max_SD_Interp_Fact,03D8,16,0000,6
TGC_Norm_DeSoot_EB_ULim,05E9,16,0000,6
TGC_Surge_Initial_IAT_Position,0858,16,0000,7
TPE_EGR_Flow_Resistance,1A23,16,0000,6
TPE_Exhaust_Speed_Output,17A1,16,0000,7
Transmission_VFS_Battery_Feedback_Priority,12A8,0016,0000,16
Tstat_Warm_Start_Threshold,8A8B,16,0A42,6
TTSR_Vehicle_Speed,8C2C,0016,0BAE,10
TVA_AZ_Error_Count_Max,8C7B,0016,0FEA,7
TVA_Duty_Cycle_Override_Value,8C7C,0016,0FEB,7
TVA_Prop_Gain,8C81,0016,0000,7
TVA_Sleep_Timer_Max,8C7A,0016,0FE9,7
Vac_Throttle_Prop_Gain,8C2E,0016,0BAF,10
Vac_Throttle_Prop_Term,8C2F,0016,0000,10
V_DeSoot_Active,0335,16,0000,7
VGT_Command_Source_Error,1036,16,0000,7
VGT_Low_Voltage_Timer,03F4,16,0000,6
VGT_OER_Stuck_Peak_Deviation,0156,16,0000,6
V_O2_AZ_In_Tmptr_Flag,0AA8,16,0000,6
V_O2RT_LPF_In_O2_Ref,0B2F,16,0000,6
V_PTM_DeNOx_TMax,03A8,16,0000,7
V_SFD_Torque_Derate_Fueling,0660,16,0000,7
V_SFL_SD_Tool_Request,06D4,16,0000,6
V_SFM_SD_Brake_Depressed,06EB,16,0000,7
VTA_Debounce_Timer,8D41,16,0000,7
V_Tool_DClean_DeSoot_Request,06CA,16,0000,7
XWire_OS_Returned_Status,08A7,16,0000,6
C_VGT_Dynamic_Comp_Sens_Act_Value,0101,15,2106,6
C_OBD_NAC_Regen_Time,0634,15,24D5,7
Chry_ActGage,8A13,0015,0000,16
Chry_Dat0E,8A12,0015,0000,16
Cruise_SC_Source_Driver_Priority,12A7,0015,0000,16
H_PTM_Desired_DeSOx_Activation,07B8,15,0000,6
HSG_Droop_Select_Switch_Priority,12A8,15,0000,7
MM_Reset_Flag,08EA,15,0000,6
OBD_ELD_SS_Flag,08E6,15,0000,7
RE_Cummins_RCTM_Done,8C19,0015,0000,10
RE_Diesel_Torque_Mgt_Reg,8C19,0015,0000,10
RE_JTEC_RCTM_Done,8C19,0015,0000,10
RE_Perform_Diesel_RCTM,8C19,0015,0000,10
RE_RCTM_Run_Mode_Timer_Active,8C19,0015,0000,10
RE_Run_Rock_Cycle_TM,8C19,0015,0000,10
SFM_SprDstVhclSpd_Select_Flag,090E,15,0000,4
SFR_SuperDeSoot_Request,068F,15,0000,4
Soot_Filter_Manager_NTN_2318_Pad,090E,15,0000,2
Transmission_Overdrive_Switch_Priority,12A8,0015,0000,16
TVA_Span_Denied_State,8C7D,0015,0000,14
V_O2_AZ_In_Counter_Reset,0AA8,15,0000,6
P_SFL_SD_EVIC_Abort_DPSLE,0B17,14,2880,6
C_OBD_ISM_Counter_Initialize,09A6,14,2746,7
C_SFL_Timer_Sox_Disable_Thd,0971,14,2712,6
C_OBD_ELD_RampUpRate,08E7,14,2697,7
C_SFR_Final_Ramp_Thr_Mass_3,0868,14,2631,6
C_SFR_Stg6_Init_Override_Enable,0860,14,2629,7
C_AFM_Data_Limit_3,083E,14,2621,6
C_EGR_BP_Ambient_Temp_Enable,07E5,14,2587,6
P_AFT_TI_Trip_Incomplete_Regen,07AC,14,2582,7
P_SXP_Temp_Bin2_Lean,070E,14,2523,7
C_SXA_NAC_Bed_Tmptr_Time_Thd,070D,14,2522,6
Soot_Filter_Delta_Pressure_High_Default,071C,14,2512,7
C_SFD_Temp_Error_Upper_Limit,06F3,14,2507,7
C_SFM_SD_IMT_Thresh,06EA,14,2500,7
EB_ABS_Enable,049F,14,2479,7
P_TSR_AT1_Previous_Cycle_Count,05D8,14,2475,7
C_Cat_Out_Tmptr_Rate_Fault_Incr,0625,14,2474,7
C_SFD_Light_Flash_ON_Condition4,05F6,14,2448,7
FPR_hp_RampRate2_c,05D6,14,2445,7
C_RGM_DeSOx_Delay_Time,05D0,14,2425,7
P_DBV4_Percent_Throttle,05D4,14,2423,6
C_PSR_Keyon_Enable_OK_Override_En,05C6,14,2420,7
C_DOCM_Min_Steady_State_Time,05AC,14,2410,7
C_EGT_OOR_Off_Limit,05A9,14,2373,6
EGR_BP_EGR_Tmptr_Recover_Limit,04A9,14,2348,7
C_NXA_Cat_Out_Lambda_Min_Thd,0381,14,2258,7
C_OCP_HCD_Max_Rqst_Time,035A,14,2236,7
C_SFP_fn_GasInTmptr_Weight,035B,14,2235,7
C_RGM_DeSOx_FF_Override_Value,0288,14,2183,7
C_EGR_Position_Convert,010B,14,2152,7
Low_Fuelpr_DBV4_Popped_Off_Error_Pos_Limit,04D9,14,2127,7
C_TGC_Shutdown_VGT_Position,05E1,14,2110,7
C_VGT_Dynamic_Comp_Sens_Act_Override,0101,14,2106,6
C_OBD_NAC_Min_Rich_Amp,0678,14,2100,6
P_Intake_Temperature,1CCE,14,1823,7
C_Engine_ShutDn_Throt_Incr_Cmd_Rate,90EB,14,1427,7
C_CTM_CSF_Tmptr_Ctrl_P2_Gain,90C0,14,1401,7
Low_Fuelpr_DBV4_Delta_Filter_Coeff,8D37,14,1099,7
C_VGT_Cleaning_Test_Hyst_Test_Thd,16A1,14,0738,4
T_EAC_FF_User_Override,169D,14,0735,7
C_O2RT_In_Tau_Falling_Clear,0B16,14,287F,6
C_CAC_Lk_Enter_Fuel_Max,0AA2,14,280F,6
C_FSST_ct_FuelprMaxLmtMpropTst_5,09D6,14,276C,6
C_SFL_SD_Final_Tmptr,0A46,14,275D,6
C_CBM_PID_Feedback_Selection,0878,14,263D,7
P_DOC_OverTmptr_ECM_Run_Time,07C6,14,258D,7
C_ATM_ATD_EGR_Word,0765,14,256C,7
C_CLL_Chi2_Enable,0781,14,256A,6
HPCR_PMC_Global_Temp_Hi,804C,0014,0245,16
Alt_Volt_Low_Arm1,05EC,14,243C,7
C_TSR_AT3_Mileage,05DF,14,242E,7
C_CTM_CSF_O2_Drt_On_Ratio,0376,14,224E,7
C_NXA_regen_Interval_LLim,0372,14,224B,7
C_NXP_OSC_Norm_Slope,0362,14,223D,7
C_ATP_fc_NAC_Out_Lead,034D,14,222A,7
T_ATP_NAC_In_Dynmc_Comp_Enbl,0350,14,222C,7
HPCR_Dutycycle_Shutoff,8000,0014,0200,16
Aux2_SOI_Beta0_Override_Switch,911A,14,144B,7
T_RGM_DeSOx_Override_Enable,9106,14,143A,7
Sys_WD_Inj_Pulse_CatFuel_Limit,8882,14,084C,7
C_FS_Inj_Pulse_Status,8851,14,081C,7
Cold_Start_Aid_2_Driver_Feedback_Map,1573,0014,063B,16
Engine_Alarm_Driver_Map,1579,0014,063E,16
Cat_Out_Temp_PP_High_Fault_Clear,0A72,14,27DF,6
C_FSST_p_SetMinHpTst,0A7D,14,27F2,6
C_ATM_ATD_EGR_Word_1,0958,14,26FF,6
C_SFD_Forced_Timing_Limit,090F,14,26BD,6
C_SFP_H0_Offset,0918,14,26C5,6
C_VGT_Act_Err_DeSorb_MCF_Error_Limit,0900,14,26AF,6
C_DOC_Out_Tmptr_LowThd,07C7,14,25A3,7
C_EGT_Load_Inc_Count,0719,14,25BD,6
C_TSR_SS_T23_Positive_Thd,082E,14,25DF,7
C_VGT_Dynamic_Comp_High_Position_Thd,0840,14,25E2,6
C_OBD_NAC_Max_Lim,0634,14,24D5,7
C_OBD_RPF_Flow_Rate_6,06DC,14,24F4,7
C_OBD_RPF_Soot_Level_Mass_Thd,06E8,14,24FE,7
C_SFL_Final_Tmptr_3,06C8,14,24E4,7
C_Up_O2_Fault_Increment,06E1,14,24F8,7
P_OBD_RPF_F_6,06E0,14,24F7,7
P_SFL_SD_Request_Odometer,06D3,14,24EE,6
Cat_Out_Temperature1_High_Default,04F6,14,23A2,7
HPCR_ISOLLH_Current,8041,0014,023C,16
PDD_hp_maxDeviation_c,04F8,14,23A3,7
C_FAF_AC_SS_Throttle_Tolerance,02F9,14,22D4,7
C_OBD_ECE_Max_Error_Index,043D,14,22F3,6
J1939_EPA_TTS_Broadcast_Enable,043B,14,22F2,7
C_CBM_Error_Adj_Ramp,0308,14,21F5,7
C_DeSOx_KH_Maxtime,0306,14,21F3,7
C_FAF_AC_Min_Coolant_Temp,029E,14,21B3,7
C_ATP_Veh_Spd_ss_Window,90BA,14,13FB,6
C_RPM_Gain_Sched_Hyst,90A1,14,13E7,7
C_VGT_Cleaning_Test_Min_Temp,8D59,14,10B5,4
KWP2000_ITN_4277_Pad,8D59,14,10B5,2
Tool_PTO_Droop_Adj_Slope_Minimum,0009,0014,0010,16
Aux_Quantity_Beta1_Override_Switch,8828,14,07F6,7
EB_Fuel_to_Brake_Delay_RPM_3,1071,0014,007E,16
HPCR_Cusum_Min_Engine_Speed,1626,0014,06CA,16
LSG_Idle_Speed_Step,14EF,14,05E4,7
AD_Oil_Pressure_Filtered_Value,03ED,14,0000,7
Air_Filter_Monitor_Data_Valid,083C,14,0000,6
ASG_Ref_Filter,02C5,14,0000,7
ATM_ATD_EGR_Derate_Ovrd_En,0765,14,0000,7
ATM_ATD_EGR_Derate_Ovrd_En_1,0958,14,0000,6
ATM_ATD_EGR_Derate_Ovrd_En_2,0958,14,0000,6
ATM_ATD_EGR_Derate_User_Val,0765,14,0000,7
ATM_ATD_EGR_Derate_User_Val_1,0958,14,0000,6
ATM_ATD_EGR_Derate_User_Val_2,0958,14,0000,6
ATM_ATD_EGR_Error_Ovrd_En,0765,14,0000,7
ATM_ATD_EGR_Error_Ovrd_En_1,0958,14,0000,6
ATM_ATD_EGR_Error_Ovrd_En_2,0958,14,0000,6
ATM_ATD_EGR_Error_User_Val,0765,14,0000,7
ATM_ATD_EGR_Error_User_Val_1,0958,14,0000,6
ATM_ATD_EGR_Error_User_Val_2,0958,14,0000,6
Aux_SOI_DeNOx,8803,14,0000,7
Boost_Pressure_Key_On_Error,1036,14,0000,7
CAC_Lk_MCF_Fail,0AA1,14,0000,6
Cam_Crank_Plausibility_2,819B,0014,0000,16
CANC_Id1_Rx_Msg_Status,08CF,14,0000,6
Can_port_1,0275,14,0000,7
CBR_FAF_Corr_Chi2,08C9,14,0000,6
C_Cluster_Warning_Chime_Delay,8B2D,14,0ACB,6
C_EGA_Dr_Open_Fault_Set_Time,1908,14,0D23,7
C_EGA_HB1_OC_Fault_Set,17CD,0014,0C30,8
C_EGA_Tmptr_Warning_Threshold,17BF,0014,0C24,8
C_FSST_p_DiffMaxLimitMpropTst_1,8A88,14,0A3F,6
CHH_Major_Engine_Protection,1A57,14,0000,6
Chry_ErrGage,8A13,0014,0000,16
Cluster_Warning_Chime_Delay_Timer,8B2E,14,0000,6
C_OBD_BB_EOT_Enable_Count_Thd,1A2E,14,0E11,6
Crankcase_Pressure_In_Range_Error,1036,14,0000,7
Crankcase_Pressure_Key_On_Error,1036,14,0000,7
Cruise_Control_On_Switch_Map,1573,14,0000,7
Cruise_Vacuum_Driver_Priority,12A7,0014,0000,16
CSE_Skew_Mult,169E,14,0000,7
CTM_CSF_Tmptr_Trgt_Prefiltered,037C,14,0000,7
CTM_FFD_Cat_Fuel_Process_Input,90C1,14,0000,7
C_TPE_Exhaust_Main_to_Aux,198C,14,0D92,7
Decrement_Switch_Priority,12A8,14,0000,7
DeSOx_Filtered_NAC_Bed_Tmptr,0287,14,0000,7
Dn_O2_Htr_Func_Timer,06E2,14,0000,7
EAC_Selected_Asst_Throt_P_Gain,90A0,14,0000,7
EB_Command_State,04A0,14,0000,28
EEPROM_Write_Error,1036,0014,0000,16
EGA_Coolant_Temperature,17A9,0014,0000,8
EGR_BP_IMT_Tmptr_Timer,05C1,14,0000,6
EGR_Flow_FAF_Sum,043F,14,0000,6
Exhaust_Pressure_Key_On_Rat_Error,1036,14,0000,7
Ex_TFrame_10,8D22,0014,0000,7
FAF_AC_Ave_Freq,0428,14,0000,7
FPR_s_AlgorithmState_v,05C3,14,0000,7
Fresh_Air_Flow_Actual,8B04,14,0000,7
FS_Low_Boost_Voltage_Error,1036,14,0000,6
FSST_EGRIATVGT_Flow_Enable,03D4,14,0000,6
FSST_MpropTst_Section,09D8,14,0000,6
FSST_re_SymptomsHpTst,0A80,14,0000,6
FSST_ti_MpropTst,09D7,14,0000,6
Fuel_High_Pressure_Command,120C,0014,0000,8
H_ATR_DeSOx_Close,034E,14,0000,7
H_CBM_Ki_Gain_Adjusted,0879,14,0000,7
H_SFD_DeSoot_Tmpt_Error,078E,14,0000,7
H_SFL_Mass_Trigger,06ED,14,0000,7
H_SFP_H2_Term,0919,14,0000,6
H_SFP_Norm_Parameter11,0917,14,0000,6
H_SFP_Tr3_Fraction_3,0869,14,0000,7
H_SFR_Tool_DClean_Tactic_Selected,06CA,14,0000,7
HTA_FAF_Cmd,90EC,14,0000,7
H_TSR_AT3_Keyon_Ration_State,05DC,14,0000,7
IAT_Status_Line_Debounce_Counter,0447,14,0000,7
Injector_Cyl3_Trim_Code,0276,14,0000,7
J1939_VGT_Position_Req,0309,14,0000,7
Key_On_Pressure_Sensors_Error,1036,14,0000,7
Key_On_Tmptr_Estimate,07A6,14,0000,7
Level3_Sys_Mon_State,08A7,14,0000,6
Low_Fuelpr_DBV4_Cusum_Pos_Neg_Set,8D37,14,0000,7
Low_Fuelpr_DBV4_Peak_Delta_Flag,8D38,14,0000,7
LSG_Torque_Limited_Speed,14F0,14,0000,6
MAF_Data_Ready,05CA,14,0000,6
MAF_O2_Rationality_Error,1036,14,0000,6
MAF_Rationality_Error,1036,14,0000,7
MAF_Zero_Rationality_Error,1036,14,0000,7
Min_Turbine_Speed_Threshold,8A7C,14,0000,7
MM_Interval_Warning_Flag,08EA,14,0000,6
NAC_Out_O2_High_Rat_Complete,06D9,14,0000,7
NOxSoot_Aux2SOI_Ramped_Interp_Fact,911B,14,0000,7
OBD_BB_EOT_HC_Counter,19CA,14,0000,6
OBD_BB_EOT_Rationality_Error,1036,14,0000,7
OBD_ECE_Rationality_Error,1036,14,0000,6
OBD_EGR_Low_Flow_Sample_Count,0B63,14,0000,6
OBD_ELD_IAT_Override,08E6,14,0000,7
OBD_RPF_R_2,06DF,14,0000,7
OCR_Inlet_Tmptr_Hi,035C,14,0000,7
OD_Function_Timer,8C34,0014,0000,7
Oil_Pressure,1515,0014,0000,16
PilotCC_Base_Fuel_Quantity,05F8,14,0000,7
Pilot_DeSOx_Beta0_Fuel_Quantity,884E,14,0000,7
Powerdown_EEPROM_Checksum_Error,1036,0014,0000,16
Powerup_Executive_Time,15B4,0014,0000,16
P_PSR_ATP_Dither_Rationality_Error,1036,14,0000,7
P_PSR_ATP_Keyon_Rationality_Error,1036,14,0000,7
Previous_Fueling_Control_State,1051,14,0000,14
PWTM_ODP_Attempt_Error,1036,14,0000,7
Rationality_Delay_Duration_Flag,07E6,14,0000,6
RE_Accel_Torque,8BBD,0014,0000,10
RE_Cruise_Set_Speed_RPM_Upshift,8BBB,0014,0B41,10
RE_Diag_Flag9,8C19,0014,0000,10
RE_Governor_Pr_Control_Rat_Max_Throttle,8C59,0014,0FD2,10
RE_Governor_Set,8C17,0014,0000,10
RE_Inertia_Min,8BBC,0014,0B42,10
RE_Lag_Adjust_Term,8C18,0014,0B9C,10
Remote_Switch_Low_Counter,1265,14,0000,7
RE_Trans_Press_Offset,8BB6,0014,0000,10
RE_Trans_Sump_Default,8C19,0014,0000,10
RGM_Lambda_I_Catalyst_Fuel,910B,14,0000,7
SCI_Data_Buffer,1264,0014,0000,10
Selected_VGT_Percent_Err_MCF_Thd,03F4,14,0000,6
SFR_SprDstTimer_Cond,068F,14,0000,4
Sys_WD_Prev_Throt_Status,014A,14,0000,7
TCC_On_Max_Time,8C33,0014,0BB2,7
TGC_Max_OOM_Interp_Fact,03D8,14,0000,6
TGC_Norm_DeSoot_EB_LLim,05E9,14,0000,6
TGC_Surge_IAT_Correction,0858,14,0000,7
TPE_Delta_Press_Sqrt_Table,1A23,14,0000,6
TPE_Exhaust_Tmptr_Unfiltered,17A1,14,0000,7
Transmission_Park_Neutral_Switch_Priority,12A8,0014,0000,16
TTSR_Start_Trans_Oil_Temp,8C2C,0014,0BAE,10
TVA_AZ_Denied_State,8C7D,0014,0000,14
TVA_AZ_Key_On_Delay_Timer_Max,8C7A,0014,0FE9,7
TVA_AZ_Min_Acceptable_Hard_Stop,8C7B,0014,0FEA,7
TVA_Duty_Cycle_Override_Enable,8C7C,0014,0FEB,7
TVA_Position_Error,8C81,0014,0000,7
Vac_Throttle_Disabled_Counter,8C2F,0014,0000,10
Vac_Throttle_Pos_Override_Value,8C2E,0014,0BAF,10
VGT_OER_Hyst_Test_Status,0156,14,0000,6
V_O2RT_LPF_In_O2_Actl,0B2F,14,0000,6
V_Overloaded_Soot_Filter,0335,14,0000,7
V_PTM_DeNOx_TLow,03A8,14,0000,7
V_PWTM_ODP_DeSoot_Inh,07B8,14,0000,6
V_SFD_Temporary_Derate_Fueling,0660,14,0000,7
V_SFL_SD_Fan_Lock_OK,090E,14,0000,6
V_SFM_SD_Auto_Trans_Park_Neut,06EB,14,0000,7
V_SFR_Regen_Reset_Flag,06D4,14,0000,7
V_TSR_SS_Flow_Cntr_Incr_Val,0805,14,0000,7
KWP2000_ITN_9840_Pad,08BB,13,2670,7
C_VGT_DyComp_Motor_Effort_Enable,0101,13,2106,6
C_OBD_NAC_Health_Ok,0634,13,24D5,7
Chry_Act24,8A12,0013,0000,16
Cruise_Vent_Driver_Priority,12A7,0013,0000,16
OBD_ELD_Exit_Flag,08E6,13,0000,7
RE_Diag_Flag6,8C19,0013,0000,10
RE_New_Trans_Temp_Data,8C19,0013,0000,10
SFR_SprDstdP_Cond,068F,13,0000,4
TCC_Rationality_Pass_Count_Limit,8C33,0013,0BB2,10
V_PSR_Keyon_Enable_OK,05C7,13,0000,7
V_PWTM_ODP_Tmptr_Flag,07B8,13,0000,6
V_SFL_SD_Coolant_Tmptr_Low_OK,090E,13,0000,6
P_SFL_SD_EVIC_Abort_CBSLE,0B17,12,2880,6
C_OBD_ISM_Enable_Conditions_Override,09A6,12,2746,7
C_SFL_Mass_Sox_Disable_Thd,0971,12,2712,6
C_OBD_ELD_RampDownRate,08E7,12,2697,7
Cylinder_1_Array,08AD,12,2672,7
C_SFR_Final_Ramp_Thr_Mass_2,0868,12,2631,6
C_SFR_Stg5_Init_Override_Value,0860,12,2629,7
C_AFM_Data_Limit_2,083E,12,2621,6
C_EGR_BP_Temp_Thd,07E5,12,2587,6
P_AFT_TI_Total_Desired_Regen,07AC,12,2582,7
Keyon_Temperature_Estimation_ITN_9574_Pad,07A7,12,2566,7
NAC_Out_Temperature_Low_Default,071C,12,2512,7
C_SFD_Temp_Error_Timer_Limit,06F3,12,2507,7
C_SFM_SD_Entry_Time,06EA,12,2500,7
P_TSR_AT1_Numerator,05D8,12,2475,7
C_Cat_Out_Tmptr_Rate_Fault_Decr,0625,12,2474,7
C_SFD_Light_Flash_ON_Condition3,05F6,12,2448,7
FPR_hp_RampRate1_c,05D6,12,2445,7
C_RGM_Stoic_AF_Ratio,05D0,12,2425,7
P_DBV4_Oper_Mode,05D4,12,2423,6
OBD_Aft_Delta_P_Sensor_Monitor_ITN_9248_Pad,05C6,12,2420,6
C_DOCM_Min_Dosing_Rate_ccpermin,05AC,12,2410,7
C_EGT_OOR_High_Limit,05A9,12,2373,6
EGR_BP_EGR_Tmptr_Limit,04A9,12,2348,7
C_SXA_Time_Count_Tmptr_Thd,0381,12,2258,7
P_OCP_HCD_Desired,035D,12,2237,7
C_SFR_tr_Optimal_Regen,035B,12,2235,7
C_RGM_DeSOx_Der_Noise_Band,0288,12,2183,7
C_EGR_AZ_Settle_Time,010B,12,2152,7
C_TGC_Ex_Pr_Limit_Mode,05E1,12,2110,7
C_VGT_MCF_Monitor_Enable,0101,12,2106,6
Powerdown_MIL_Status,1D1C,12,1867,6
P_Ign_Off_Time,1CCE,12,1823,7
C_Cat_In_Lim_HCD_Aux2_Low,9111,12,1443,6
C_Engine_ShutDn_Throt_Cmd_Value,90EB,12,1427,7
C_CTM_CSF_Tmptr_Ctrl_P1_Gain,90C0,12,1401,7
Low_Fuelpr_DBV4_Stop_Cusum_Cnt_Max,8D37,12,1099,7
C_CSE_EGRV_Closed_Xform_Angle_Enable,169D,12,0735,7
P_J1939_AT_Up_O2_Htr_FMI,12F6,12,0452,6
Engine_Speed_Constant_1,8194,0012,0311,16
C_O2RT_In_Tau_CNT_Max,0B16,12,287F,6
C_CAC_Lk_Coolant_Tmp,0AA2,12,280F,6
C_SFL_SD_Coolant_Tmptr_ULim,0A46,12,275D,6
OBD_Switches_Rationality_ITN_9883_Pad,08D9,12,269B,7
C_CBM_Kp_Override_Value,0878,12,263D,7
C_ATM_ATD_Dp_Word,0765,12,256C,7
C_CLL_Min_Fuel,0781,12,256A,7
C_Temp_LLimit_Bin1,04B1,12,247C,7
HPCR_PMC_LSG_Temp_Lo,804C,0012,0245,16
Alt_Volt_High_Lampon_Count2,05EC,12,243C,7
