param_id,param_id_hex,address,address_hex,region,firmware_variable,e2m_parameter
4620,0x120C,8442706,0x0080D352,RAM,quantity_of_fuel_to_be_injected_during_next_injection_cycle_0_100,SCNWFNFL
4624,0x1210,8419922,0x00807A52,RAM,priority_of_accelerator_interlock_feature_w_r_to_other_throttle_fe_0_9,
4628,0x1214,8424018,0x00808A52,RAM,,
4629,0x1215,8445522,0x0080DE52,RAM,j1708_transmit_buffer_2_32_ddc6.reserved_126[14],
4630,0x1216,8413478,0x00806126,RAM,,
4631,0x1217,16778514,0x01000512,EEPROM,,
4632,0x1218,16778808,0x01000638,EEPROM,,
4633,0x1219,8424002,0x00808A42,RAM,minimum_elapsed_time_before_brake_switch_is_valid_to_avoid_coun_0_10,
4634,0x121A,8445508,0x0080DE44,RAM,,
4635,0x121B,8414416,0x008064D0,RAM,,
4637,0x121D,8421282,0x00807FA2,RAM,threshold_at_which_cam_sensor_no_longer_used_0_65535,
4638,0x121E,8442564,0x0080D2C4,RAM,dummy_variable_0_65535_d2c4,ESSW0001
4642,0x1222,16778814,0x0100063E,EEPROM,indicates_type_of_transmission_1_0,
4643,0x1223,8424082,0x00808A92,RAM,,
4644,0x1224,8445664,0x0080DEE0,RAM,,
4645,0x1225,8413788,0x0080625C,RAM,,
4647,0x1227,8444430,0x0080DA0E,RAM,,
4648,0x1228,397216,0x00060FA0,ROM,,
4650,0x122A,8422528,0x00808480,RAM,number_of_consecutive_occurances_of_powerdown_data_lost_to_set_1_255,
4651,0x122B,20470,0x00004FF6,ROM,,
4652,0x122C,8414534,0x00806546,RAM,,
4653,0x122D,8414532,0x00806544,RAM,,
4654,0x122E,8424140,0x00808ACC,RAM,,
4655,0x122F,8414538,0x0080654A,RAM,,
4656,0x1230,20650,0x000050AA,ROM,,
4657,0x1231,20714,0x000050EA,ROM,,
4659,0x1233,16778252,0x0100040C,EEPROM,,
4660,0x1234,8420702,0x00807D5E,RAM,user_inversion_bit_mask_for_the_ac_high_pressure_swit_invert_no_invert,
4661,0x1235,32768,0x00008000,ROM,,
4662,0x1236,32772,0x00008004,ROM,,
4663,0x1237,32840,0x00008048,ROM,,
4664,0x1238,32782,0x0000800E,ROM,,
4669,0x123D,8420356,0x00807C04,RAM,time_required_that_low_boost_cond_exist_before_birh_error_check_0_120,
4672,0x1240,8421214,0x00807F5E,RAM,obs_was_max_crank_sync_error_count_csercumx_0_200,
4673,0x1241,8442526,0x0080D29E,RAM,dummy_variable_0_65535_d29e,
4674,0x1242,398022,0x000612C6,ROM,,
4675,0x1243,398024,0x000612C8,ROM,,
4676,0x1244,398036,0x000612D4,ROM,,
4677,0x1245,398048,0x000612E0,ROM,,
4678,0x1246,8444738,0x0080DB42,RAM,interval_with_the_highest_weighted_percentage_of_the_threshold_used,
4679,0x1247,8412940,0x00805F0C,RAM,,
4680,0x1248,8412960,0x00805F20,RAM,,
4681,0x1249,8412968,0x00805F28,RAM,,
4682,0x124A,8413018,0x00805F5A,RAM,,
4683,0x124B,8422436,0x00808424,RAM,this_is_the_time_allowed_for_the_ocm_manual_reset_5_25,
4684,0x124C,8422438,0x00808426,RAM,,
4685,0x124D,8422450,0x00808432,RAM,,
4686,0x124E,8422480,0x00808450,RAM,,
4687,0x124F,16778732,0x010005EC,EEPROM,,
4688,0x1250,8444732,0x0080DB3C,RAM,,
4689,0x1251,8413730,0x00806222,RAM,,
4690,0x1252,8413738,0x0080622A,RAM,,
4691,0x1253,397226,0x00060FAA,ROM,,
4692,0x1254,16778308,0x01000444,EEPROM,,JCAKPZ
4698,0x125A,16778276,0x01000424,EEPROM,fpw_trim_to_adjust_for_mechanical_wear_per_cyl_15_15,
4699,0x125B,16778262,0x01000416,EEPROM,ESCS,ESCS
4700,0x125C,16778290,0x01000432,EEPROM,engineering_timing_advance_increment_value_60_60,
4701,0x125D,16778522,0x0100051A,EEPROM,,
4702,0x125E,16778272,0x01000420,EEPROM,engineering_torque_derate_fueling_override_0_100,
4703,0x125F,16778560,0x01000540,EEPROM,,
4704,0x1260,16777794,0x01000242,EEPROM,,APUOAP
4705,0x1261,16777810,0x01000252,EEPROM,,
4706,0x1262,16778294,0x01000436,EEPROM,max_engine_speed_when_no_derate_is_in_effect_hsg_brake_r_1400_4500,
4709,0x1265,8444972,0x0080DC2C,RAM,max_engine_speed_while_throttle_fueling_overrides_pto_fueling_0_4500,
4710,0x1266,16778494,0x010004FE,EEPROM,indicates_the_size_of_the_pto_throttle_override_trims_0_ffff,
4711,0x1267,16778436,0x010004C4,EEPROM,,
4712,0x1268,16778498,0x01000502,EEPROM,,
4716,0x126C,8424058,0x00808A7A,RAM,user_specified_number_of_engine_data_samples_taken_by_trending_f_0_100,
4717,0x126D,16781024,0x01000EE0,EEPROM,,
4718,0x126E,16781072,0x01000F10,EEPROM,,
4721,0x1271,8413376,0x008060C0,RAM,,
4722,0x1272,8413810,0x00806272,RAM,,
4724,0x1274,8432150,0x0080AA16,RAM,,SDDYFG
4727,0x1277,8420858,0x00807DFA,RAM,,
4728,0x1278,8420874,0x00807E0A,RAM,,
4729,0x1279,8420890,0x00807E1A,RAM,,
4730,0x127A,8420906,0x00807E2A,RAM,,
4731,0x127B,8420922,0x00807E3A,RAM,,
4732,0x127C,8420938,0x00807E4A,RAM,,
4733,0x127D,8420954,0x00807E5A,RAM,,
4734,0x127E,8420970,0x00807E6A,RAM,,
4735,0x127F,8420986,0x00807E7A,RAM,,
4736,0x1280,8421002,0x00807E8A,RAM,,
4737,0x1281,8422662,0x00808506,RAM,amount_added_to_hsg_governed_speed_to_equal_hsg_breakpoint_speed_0_50,
4738,0x1282,16777818,0x0100025A,EEPROM,datalogger_trigger_one_length_0_4,
4739,0x1283,16777882,0x0100029A,EEPROM,datalogger_data_one_length_0_10,
4740,0x1284,16777912,0x010002B8,EEPROM,,
4741,0x1285,8436420,0x0080BAC4,RAM,,
4742,0x1286,8409034,0x00804FCA,RAM,,
4743,0x1287,8409834,0x008052EA,RAM,,
4744,0x1288,8409850,0x008052FA,RAM,,
4747,0x128B,16778590,0x0100055E,EEPROM,,
4748,0x128C,8420726,0x00807D76,RAM,,
4750,0x128E,8437146,0x0080BD9A,RAM,manifold_temp_lookup_result_1,
4751,0x128F,8443408,0x0080D610,RAM,,
4752,0x1290,8421656,0x00808118,RAM,hsg_acceleration_rate_threshold_for_transient_conditions_0_2540,
4753,0x1291,16777290,0x0100004A,EEPROM,,
4754,0x1292,16777680,0x010001D0,EEPROM,descriptor_of_the_project_or_fuel_system_n_a,BSTALTEN
4757,0x1295,44074,0x0000AC2A,ROM,,
4759,0x1297,8420818,0x00807DD2,RAM,,
4769,0x12A1,8421204,0x00807F54,RAM,,
4770,0x12A2,8442518,0x0080D296,RAM,eps_main_in_phase_if_flase_eps_main_lags_backup_true_false,
4771,0x12A3,26,0x0000001A,ROM,,
4773,0x12A5,8429278,0x00809EDE,RAM,enable_for_the_executive_timing_data_gatherer_enabled_disabled,SSECTMEA
4775,0x12A7,8437018,0x0080BD1A,RAM,priority_of_client_currently_overriding_wait_to_start_lamp_00_ff,
4776,0x12A8,8437066,0x0080BD4A,RAM,,
4777,0x12A9,12,0x0000000C,ROM,,
4778,0x12AA,16778766,0x0100060E,EEPROM,,
4779,0x12AB,16777276,0x0100003C,EEPROM,,
4788,0x12B4,8444998,0x0080DC46,RAM,,
4789,0x12B5,8422534,0x00808486,RAM,load_descriminator_to_determine_lugback_0_100,
4790,0x12B6,16778736,0x010005F0,EEPROM,,
4791,0x12B7,16778740,0x010005F4,EEPROM,,
4794,0x12BA,8421182,0x00807F3E,RAM,intercept_fueling_between_lsg_ref_and_the_epf_curve_0_100,
4795,0x12BB,8442074,0x0080D0DA,RAM,state_flag_to_use_epf_s_rpm_breakpoints_for_j1939_0_ffff,
4797,0x12BD,8421392,0x00808010,RAM,,
4800,0x12C0,8419932,0x00807A5C,RAM,,
4801,0x12C1,8419966,0x00807A7E,RAM,,
4802,0x12C2,16778746,0x010005FA,EEPROM,,
4803,0x12C3,16778756,0x01000604,EEPROM,,
4804,0x12C4,8421996,0x0080826C,RAM,,
4805,0x12C5,8422024,0x00808288,RAM,,
4806,0x12C6,8422052,0x008082A4,RAM,,
4807,0x12C7,8422080,0x008082C0,RAM,,
4808,0x12C8,8422108,0x008082DC,RAM,,
4809,0x12C9,8422136,0x008082F8,RAM,,
4810,0x12CA,8420394,0x00807C2A,RAM,the_value_above_set_speed_where_e_brakes_will_turn_off_regard_0_5_10,
4811,0x12CB,8417804,0x0080720C,RAM,,
4812,0x12CC,8417822,0x0080721E,RAM,,
4813,0x12CD,394402,0x000604A2,ROM,,
4814,0x12CE,394420,0x000604B4,ROM,,
4815,0x12CF,16778574,0x0100054E,EEPROM,size_of_cc_engine_brake_adjustable_parameters_n_a,
4816,0x12D0,8431306,0x0080A6CA,RAM,priority_of_client_overriding_filtered_intake_manifold_temperatur_0_ff,
4817,0x12D1,8431356,0x0080A6FC,RAM,priority_of_client_overriding_raw_intake_manifold_temperature_0_ff,
4818,0x12D2,8431406,0x0080A72E,RAM,,
4819,0x12D3,8431456,0x0080A760,RAM,,
4820,0x12D4,8423574,0x00808896,RAM,,
4821,0x12D5,8422664,0x00808508,RAM,,
4822,0x12D6,8422682,0x0080851A,RAM,,
4823,0x12D7,8422834,0x008085B2,RAM,,
4824,0x12D8,8422868,0x008085D4,RAM,,
4825,0x12D9,8422902,0x008085F6,RAM,,
4826,0x12DA,8422936,0x00808618,RAM,,
4827,0x12DB,8422970,0x0080863A,RAM,,
4828,0x12DC,8423004,0x0080865C,RAM,,
4829,0x12DD,8423070,0x0080869E,RAM,,
4830,0x12DE,8423088,0x008086B0,RAM,,
4831,0x12DF,8423154,0x008086F2,RAM,,
4832,0x12E0,8445004,0x0080DC4C,RAM,,
4833,0x12E1,8421480,0x00808068,RAM,,
4834,0x12E2,8421508,0x00808084,RAM,,
4835,0x12E3,8421536,0x008080A0,RAM,,
4836,0x12E4,8421564,0x008080BC,RAM,,
4837,0x12E5,8421592,0x008080D8,RAM,,
4838,0x12E6,8421620,0x008080F4,RAM,,
4839,0x12E7,8423110,0x008086C6,RAM,,
4840,0x12E8,16778380,0x0100048C,EEPROM,,JCAXAIPZ
4842,0x12EA,16778298,0x0100043A,EEPROM,size_of_hsg_adjustable_parameters_0_100,
4847,0x12EF,8424080,0x00808A90,RAM,,
4854,0x12F6,16779050,0x0100072A,EEPROM,timer_to_track_time_elapsed_before_manual_fan_level_is_receiv_0_10,
4855,0x12F7,8443660,0x0080D70C,RAM,aps_error_flag_for_throttle_indicating_bad_data_not_logged_true_false,MXACDXER
4856,0x12F8,16778698,0x010005CA,EEPROM,signal_1_configuration_for_3_speed_fan_1_0_100,
4857,0x12F9,16778704,0x010005D0,EEPROM,signal_2_configuration_for_3_speed_fan_1_0_100,
4858,0x12FA,16778710,0x010005D6,EEPROM,signal_1_configuration_for_3_speed_fan_2_0_100,
4859,0x12FB,16778716,0x010005DC,EEPROM,signal_2_configuration_for_3_speed_fan_2_0_100,
4860,0x12FC,8420714,0x00807D6A,RAM,default_initialization_value_for_the_ac_pressure_turnkey_switch_on_off,
4861,0x12FD,16778410,0x010004AA,EEPROM,,
4862,0x12FE,8421720,0x00808158,RAM,,
4864,0x1300,8420734,0x00807D7E,RAM,time_abuse_event_must_be_continuously_present_before_it_will_b_0_100,
4865,0x1301,8413628,0x008061BC,RAM,time_engine_operated_under_severity_level_1_for_blowbyp_0_320000000,
4866,0x1302,16778622,0x0100057E,EEPROM,number_of_bytes_worth_of_engineering_trims_none,
4894,0x131E,16778430,0x010004BE,EEPROM,size_of_lsg_adjustable_parameters_0_100,
4897,0x1321,8417840,0x00807230,RAM,,
4898,0x1322,8425950,0x008091DE,RAM,rpm_control_override_flag,
4899,0x1323,8417858,0x00807242,RAM,,
4900,0x1324,8417876,0x00807254,RAM,,
4901,0x1325,8417896,0x00807268,RAM,,
4902,0x1326,8420044,0x00807ACC,RAM,,ASMNAJEN
4903,0x1327,8420056,0x00807AD8,RAM,,
4904,0x1328,8445488,0x0080DE30,RAM,j1708_transmit_buffer_2_32_ddc6.count_106,
4905,0x1329,8412936,0x00805F08,RAM,,
4992,0x1380,8420068,0x00807AE4,RAM,,
4993,0x1381,8420096,0x00807B00,RAM,,
4994,0x1382,8420124,0x00807B1C,RAM,,
4995,0x1383,8420152,0x00807B38,RAM,,
4996,0x1384,8420180,0x00807B54,RAM,,
4997,0x1385,8420208,0x00807B70,RAM,,
4999,0x1387,16777800,0x01000248,EEPROM,size_of_asg_adjustable_parameters_0_100,
5003,0x138B,397774,0x000611CE,ROM,,
5033,0x13A9,20328,0x00004F68,ROM,,
5034,0x13AA,8421702,0x00808146,RAM,,
5035,0x13AB,8443402,0x0080D60A,RAM,,
5036,0x13AC,8423600,0x008088B0,RAM,,
5037,0x13AD,8423628,0x008088CC,RAM,,
5038,0x13AE,8423656,0x008088E8,RAM,,
5039,0x13AF,8423684,0x00808904,RAM,,
5040,0x13B0,8423712,0x00808920,RAM,,
5041,0x13B1,8423740,0x0080893C,RAM,,
5042,0x13B2,8423768,0x00808958,RAM,,
5043,0x13B3,8423790,0x0080896E,RAM,,
5044,0x13B4,8421648,0x00808110,RAM,filter_coefficient_1_from_hsg_lead_lag_dynamic_compensator_0_1,
5072,0x13D0,394548,0x00060534,ROM,,
5073,0x13D1,394558,0x0006053E,ROM,,
5074,0x13D2,394568,0x00060548,ROM,,
5075,0x13D3,394578,0x00060552,ROM,,
5076,0x13D4,394588,0x0006055C,ROM,,
5077,0x13D5,394598,0x00060566,ROM,,
5078,0x13D6,394538,0x0006052A,ROM,,
5080,0x13D8,8421886,0x008081FE,RAM,total_number_of_engine_brake_output_drivers_at_the_ecm_0_255,JCGRRATO
5081,0x13D9,8444572,0x0080DA9C,RAM,,
5103,0x13EF,8421900,0x0080820C,RAM,,JCDDHDCO
5121,0x1401,8419808,0x008079E0,RAM,,
5130,0x140A,8424132,0x00808AC4,RAM,,
5134,0x140E,8422214,0x00808346,RAM,,
5191,0x1447,8422258,0x00808372,RAM,,
5216,0x1460,8422268,0x0080837C,RAM,,
5217,0x1461,8444698,0x0080DB1A,RAM,max_torque_at_current_rpm_in_foot_pounds_0_10000,
5240,0x1478,8444428,0x0080DA0C,RAM,,
32776,0x8008,8416674,0x00806DA2,RAM,,
32777,0x8009,8416718,0x00806DCE,RAM,(null),
32778,0x800A,8416762,0x00806DFA,RAM,,
32779,0x800B,8416780,0x00806E0C,RAM,,
32780,0x800C,8417106,0x00806F52,RAM,,
32781,0x800D,8417112,0x00806F58,RAM,(null),
32782,0x800E,8417166,0x00806F8E,RAM,,
32783,0x800F,8417204,0x00806FB4,RAM,(null),
32784,0x8010,8417278,0x00806FFE,RAM,,
32785,0x8011,8417286,0x00807006,RAM,(null),
32786,0x8012,8418518,0x008074D6,RAM,,
32787,0x8013,8418550,0x008074F6,RAM,,
32788,0x8014,8418582,0x00807516,RAM,,
32789,0x8015,8419032,0x008076D8,RAM,,
32790,0x8016,8419058,0x008076F2,RAM,,
32791,0x8017,8419084,0x0080770C,RAM,,
32792,0x8018,8419372,0x0080782C,RAM,added_to_final_fuel_command_for_cylinder_1_300_to_300,
32793,0x8019,8418334,0x0080741E,RAM,debounce_counts_for_vp44_micro_error_0_to_255,
32794,0x801A,8429938,0x0080A172,RAM,fuel_limit_from_pump_analog_error_algorithm_0_to_300,
32797,0x801D,8418322,0x00807412,RAM,lift_pump_run_time_after_key_on_0_to_120,
32798,0x801E,8416804,0x00806E24,RAM,(null),
32799,0x801F,8416798,0x00806E1E,RAM,,
32800,0x8020,8416976,0x00806ED0,RAM,,
32801,0x8021,8416958,0x00806EBE,RAM,,
32802,0x8022,8417000,0x00806EE8,RAM,,
32803,0x8023,8416994,0x00806EE2,RAM,,
32804,0x8024,8417012,0x00806EF4,RAM,(null),
32805,0x8025,8417006,0x00806EEE,RAM,,
32806,0x8026,8417260,0x00806FEC,RAM,(null),
32807,0x8027,8417242,0x00806FDA,RAM,,
32808,0x8028,8417124,0x00806F64,RAM,(null),
32809,0x8029,8417118,0x00806F5E,RAM,,
32810,0x802A,8417136,0x00806F70,RAM,(null),
32811,0x802B,8417130,0x00806F6A,RAM,,
32812,0x802C,8417148,0x00806F7C,RAM,(null),
32813,0x802D,8417142,0x00806F76,RAM,,
32814,0x802E,8417160,0x00806F88,RAM,(null),
32815,0x802F,8417154,0x00806F82,RAM,,
32816,0x8030,8417300,0x00807014,RAM,(null),
32817,0x8031,8417294,0x0080700E,RAM,,
32818,0x8032,8417312,0x00807020,RAM,(null),
32819,0x8033,8417306,0x0080701A,RAM,,
32820,0x8034,8417324,0x0080702C,RAM,(null),
32821,0x8035,8417318,0x00807026,RAM,,
32822,0x8036,8419394,0x00807842,RAM,watchdog_fueling_debounce_counts_0_to_255,
32823,0x8037,8430162,0x0080A252,RAM,,
33152,0x8180,8419810,0x008079E2,RAM,the_transmission_pwm_scaling_from_load_to_duty_cycle_2_2,
33153,0x8181,8430194,0x0080A272,RAM,,DRTXLD
33154,0x8182,16778826,0x0100064A,EEPROM,,
33162,0x818A,8419838,0x008079FE,RAM,hysteresis_duration_on_ac_compressor_clutch_0_3600,
33163,0x818B,8430206,0x0080A27E,RAM,command_to_a_c_compressor_clutch_solenoid_on_off,ACCHEA
33164,0x818C,8419868,0x00807A1C,RAM,1st_order_filter_coeff_for_limited_veh_accel_0_1,
33165,0x818D,8430216,0x0080A288,RAM,filtered_vehicle_acceleration_1200_1200,
33166,0x818E,8430190,0x0080A26E,RAM,output_of_the_misfire_timing_limit_table_60_to_60,BSTAMNLM
33167,0x818F,8419642,0x0080793A,RAM,,
33168,0x8190,8419652,0x00807944,RAM,,
33169,0x8191,8419662,0x0080794E,RAM,,
33183,0x819F,8419848,0x00807A08,RAM,,
33184,0x81A0,8430212,0x0080A284,RAM,duty_cycle_requested_for_pwm_cool_temp_gauge_driver_0_100,
33185,0x81A1,8417924,0x00807284,RAM,,CRMXSWDB
33197,0x81AD,8419404,0x0080784C,RAM,,
33198,0x81AE,8419430,0x00807866,RAM,,
33199,0x81AF,8419456,0x00807880,RAM,,
33200,0x81B0,8419482,0x0080789A,RAM,,
33201,0x81B1,8419498,0x008078AA,RAM,,
33202,0x81B2,8419508,0x008078B4,RAM,,
33203,0x81B3,8419564,0x008078EC,RAM,,
33204,0x81B4,8419590,0x00807906,RAM,,
33205,0x81B5,8419616,0x00807920,RAM,,
33206,0x81B6,8419628,0x0080792C,RAM,,
33207,0x81B7,8408988,0x00804F9C,RAM,,
33208,0x81B8,8430166,0x0080A256,RAM,,
33209,0x81B9,8430182,0x0080A266,RAM,,
33210,0x81BA,8419640,0x00807938,RAM,,
33226,0x81CA,8419712,0x00807980,RAM,,
33227,0x81CB,8419832,0x008079F8,RAM,,
33239,0x81D7,8429278,0x00809EDE,RAM,enable_for_the_executive_timing_data_gatherer_enabled_disabled,SSECTMEA
33250,0x81E2,8430186,0x0080A26A,RAM,pre_processed_imt_for_epf_due_to_exhaust_brake_on_50_to_293,
33251,0x81E3,8418320,0x00807410,RAM,time_period_to_disable_imt_epf_due_to_exh_brake_0_65535,
33256,0x81E8,8419694,0x0080796E,RAM,delay_time_before_setting_oil_pressure_high_postprocessed_error_0_600,
33257,0x81E9,8419696,0x00807970,RAM,,
33258,0x81EA,8419704,0x00807978,RAM,,
33262,0x81EE,397898,0x0006124A,ROM,,
33263,0x81EF,397918,0x0006125E,ROM,,
33264,0x81F0,397930,0x0006126A,ROM,,
33265,0x81F1,8417928,0x00807288,RAM,,CRDBMXES
33266,0x81F2,8425958,0x008091E6,RAM,coolant_level_low_switch_used_as_an_input_source_by_t_1_true_0_false,
33267,0x81F3,8417916,0x0080727C,RAM,battery_voltage_low_threshold_during_crank_in_count_0_1023,
33273,0x81F9,8419400,0x00807848,RAM,default_value_for_vp44_fuel_temperature_when_sensor_is_fail_40_to_300,
33274,0x81FA,8430164,0x0080A254,RAM,,
33316,0x8224,8425952,0x008091E0,RAM,request_to_strobe_set_0_then_set_1_fso_driver_0_1,
33318,0x8226,8418036,0x008072F4,RAM,,
33319,0x8227,8418070,0x00807316,RAM,,
33320,0x8228,8418104,0x00807338,RAM,,
33321,0x8229,8418110,0x0080733E,RAM,,
33322,0x822A,8418116,0x00807344,RAM,,
33323,0x822B,8418124,0x0080734C,RAM,,
33324,0x822C,8418130,0x00807352,RAM,,
33325,0x822D,8418136,0x00807358,RAM,,
33326,0x822E,8418144,0x00807360,RAM,,
33327,0x822F,8418160,0x00807370,RAM,,
33328,0x8230,8418176,0x00807380,RAM,,
33329,0x8231,8418190,0x0080738E,RAM,,
33330,0x8232,8418204,0x0080739C,RAM,,
33331,0x8233,8418218,0x008073AA,RAM,,
33334,0x8236,8418232,0x008073B8,RAM,,
33335,0x8237,8418256,0x008073D0,RAM,,
33336,0x8238,8418280,0x008073E8,RAM,,
33337,0x8239,8418290,0x008073F2,RAM,,
33338,0x823A,8418300,0x008073FC,RAM,,
33339,0x823B,8418310,0x00807406,RAM,,
33340,0x823C,8417932,0x0080728C,RAM,,CREADBCU
33341,0x823D,8425960,0x008091E8,RAM,,
33342,0x823E,8429214,0x00809E9E,RAM,,
33343,0x823F,8429246,0x00809EBE,RAM,,
33345,0x8241,16778830,0x0100064E,EEPROM,,
33381,0x8265,60442,0x0000EC1A,ROM,software_build_date_time_0_4294967296,
