address,name,type,comment,length,calterm_type,unit,data_pattern
0x0080D5C4,byte_10_sent_from_secondary_processor_to_main_processor_0_255,byte,"BYTE 10 SENT FROM SECONDARY PROCESSOR TO MAIN PROCESSOR.",1,0,HEX,parameter
0x0080D5C5,byte_11_sent_from_secondary_processor_to_main_processor_0_255,byte,"BYTE 11 SENT FROM SECONDARY PROCESSOR TO MAIN PROCESSOR.",1,0,HEX,parameter
0x0080D5C6,byte_12_sent_from_secondary_processor_to_main_processor_0_255,byte,"BYTE 12 SENT FROM SECONDARY PROCESSOR TO MAIN PROCESSOR.",1,0,HEX,parameter
0x0080D5C7,byte_13_sent_from_secondary_processor_to_main_processor_0_255,byte,"BYTE 13 SENT FROM SECONDARY PROCESSOR TO MAIN PROCESSOR.",1,0,HEX,parameter
0x0080D5C8,byte_14_sent_from_secondary_processor_to_main_processor_0_255,byte,"BYTE 14 SENT FROM SECONDARY PROCESSOR TO MAIN PROCESSOR.",1,0,HEX,parameter
0x0080D5C9,byte_15_sent_from_secondary_processor_to_main_processor_0_255,byte,"BYTE 15 SENT FROM SECONDARY PROCESSOR TO MAIN PROCESSOR.",1,0,HEX,parameter
0x0080D5CA,byte_16_sent_from_secondary_processor_to_main_processor_0_255,byte,"BYTE 16 SENT FROM SECONDARY PROCESSOR TO MAIN PROCESSOR.",1,0,HEX,parameter
0x0080D5CB,byte_17_sent_from_secondary_processor_to_main_processor_0_255,byte,"BYTE 17 SENT FROM SECONDARY PROCESSOR TO MAIN PROCESSOR.",1,0,HEX,parameter
0x0080D5CC,byte_18_sent_from_secondary_processor_to_main_processor_0_255,byte,"BYTE 18 SENT FROM SECONDARY PROCESSOR TO MAIN PROCESSOR.",1,0,HEX,parameter
0x0080D5CD,byte_19_sent_from_secondary_processor_to_main_processor_0_255,byte,"BYTE 19 SENT FROM SECONDARY PROCESSOR TO MAIN PROCESSOR.",1,0,HEX,parameter
0x0080D5CE,byte_20_sent_from_secondary_processor_to_main_processor_0_255,byte,"BYTE 20 SENT FROM SECONDARY PROCESSOR TO MAIN PROCESSOR.",1,0,HEX,parameter
0x0080D5CF,byte_21_sent_from_secondary_processor_to_main_processor_0_255,byte,"BYTE 21 SENT FROM SECONDARY PROCESSOR TO MAIN PROCESSOR.",1,0,HEX,parameter
0x0080D5D0,byte_22_sent_from_secondary_processor_to_main_processor_0_255,byte,"BYTE 22 SENT FROM SECONDARY PROCESSOR TO MAIN PROCESSOR.",1,0,HEX,parameter
0x0080D5D1,byte_23_sent_from_secondary_processor_to_main_processor_0_255,byte,"BYTE 23 SENT FROM SECONDARY PROCESSOR TO MAIN PROCESSOR.",1,0,HEX,parameter
0x0080D5D2,byte_24_sent_from_secondary_processor_to_main_processor_0_255,byte,"BYTE 24 SENT FROM SECONDARY PROCESSOR TO MAIN PROCESSOR.",1,0,HEX,parameter
0x0080D5D3,byte_25_sent_from_secondary_processor_to_main_processor_0_255,byte,"BYTE 25 SENT FROM SECONDARY PROCESSOR TO MAIN PROCESSOR.",1,0,HEX,parameter
0x0080D5D4,byte_26_sent_from_secondary_processor_to_main_processor_0_255,byte,"BYTE 26 SENT FROM SECONDARY PROCESSOR TO MAIN PROCESSOR.",1,0,HEX,parameter
0x0080D5D5,byte_27_sent_from_secondary_processor_to_main_processor_0_255,byte,"BYTE 27 SENT FROM SECONDARY PROCESSOR TO MAIN PROCESSOR.",1,0,HEX,parameter
0x0080D5D6,byte_28_sent_from_secondary_processor_to_main_processor_0_255,byte,"BYTE 28 SENT FROM SECONDARY PROCESSOR TO MAIN PROCESSOR.",1,0,HEX,parameter
0x0080D5D7,byte_29_sent_from_secondary_processor_to_main_processor_0_255,byte,"BYTE 29 SENT FROM SECONDARY PROCESSOR TO MAIN PROCESSOR.",1,0,HEX,parameter
0x0080D5D8,byte_30_sent_from_secondary_processor_to_main_processor_0_255,byte,"BYTE 30 SENT FROM SECONDARY PROCESSOR TO MAIN PROCESSOR.",1,0,HEX,parameter
0x0080D5D9,byte_31_sent_from_secondary_processor_to_main_processor_0_255,byte,"BYTE 31 SENT FROM SECONDARY PROCESSOR TO MAIN PROCESSOR.",1,0,HEX,parameter
0x0080D5DA,byte_32_sent_from_secondary_processor_to_main_processor_0_255,byte,"BYTE 32 SENT FROM SECONDARY PROCESSOR TO MAIN PROCESSOR.",1,0,HEX,parameter
0x0080D5DC,bit_mapped_status_byte_from_secondary_processor_0_255,byte,"BIT MAPPED STATUS BYTE FROM SECONDARY PROCESSOR",1,0,HEX,parameter
0x0080D05E,eps_external_lost_duration_0_20,word,"EPS_EXTERNAL_LOST_DURATION",2,0,SEC,parameter
0x0080D06A,crank_sync_backup_lost_duration_amount_of_time_crank_sync_lost_1_20,word,"CRANK_SYNC_BACKUP_LOST_DURATION: AMOUNT OF TIME CRANK SYNC LOST",2,0,SEC,parameter
0x0080D09C,4d_timing_output_by_crank_0_120,word,"4D TIMING OUTPUT BY CRANK",2,0,DADV,parameter
0x0080D09E,crank_exit_timer_0_13107,word,"CRANK EXIT TIMER",2,0,SEC,parameter
0x0080D9E6,0_none_1_trans_2_abs_3_asr_4_unknown_0_4,word,"0 = NONE 1 = TRANS 2 = ABS 3 = ASR 4 = UNKNOWN",2,0,NONE,parameter
0x0080D9EA,byte_indicating_retarder_commands_as_received_over_datalink_0_255,word,"BYTE INDICATING RETARDER COMMANDS AS RECEIVED OVER DATALINK",2,0,HEX,parameter
0x0080D9F0,retarder_torque_torque_limit_command_in_percent_of_peak_retard_0_255,word,"RETARDER TORQUE/TORQUE LIMIT COMMAND IN PERCENT OF PEAK RETARD",2,0,%,parameter
0x0080D9F2,jcomm_req_torque_braking_override_or_limit_value_0_125,word,"JCOMM REQ. % TORQUE BRAKING (OVERRIDE OR LIMIT VALUE)",2,0,%,parameter
0x0080D10E,mask_for_input_of_coolant_temp_0_65535,word,"MASK FOR INPUT OF COOLANT TEMP",2,0,MASK,parameter
0x0080D11C,pointer_to_coolant_temperature_rpm_limit_threshold_0_2_32,dword,"POINTER TO COOLANT TEMPERATURE RPM LIMIT THRESHOLD",4,0,ADDR,parameter
0x0080D12A,delay_before_warning_about_shutdown_from_coolant_temp_rpm_0_65535,word,"DELAY BEFORE WARNING ABOUT SHUTDOWN FROM COOLANT TEMP RPM",2,0,SEC,parameter
0x0080D12C,time_since_rpm_crossed_coolant_temp_start_mon_rpm_0_65535,word,"TIME SINCE RPM CROSSED COOLANT TEMP. START MON RPM",2,0,SEC,parameter
0x0080D12E,errors_allowed_timer_running_flag_for_coolant_temp_0_1,word,"ERRORS ALLOWED TIMER RUNNING FLAG FOR COOLANT TEMP.",2,0,,parameter
0x0080D13C,mask_for_input_of_the_intake_man_temp_0_65535,word,"MASK FOR INPUT OF THE INTAKE MAN TEMP",2,0,MASK,parameter
0x0080D13E,time_duration_since_im_temperature_failure_was_detected_0_65535,word,"TIME DURATION SINCE IM TEMPERATURE FAILURE WAS DETECTED.",2,0,SEC.,parameter
0x0080D14A,pointer_to_intake_man_temp_rpm_limit_threshold_0_2_32,dword,"POINTER TO INTAKE MAN. TEMP RPM LIMIT THRESHOLD",4,0,ADDR,parameter
0x0080D14E,EPIMEREN,word,"CalTerm EPIMEREN: TRUE = INTAKE TEMP. ERROR ALLOWED, FALSE = NO ERROR A",2,0,,value
0x0080D15A,time_since_rpm_crossed_intake_temp_start_mon_rpm_0_65535,word,"TIME SINCE RPM CROSSED INTAKE TEMP. START MON RPM",2,0,SEC,parameter
0x0080D15C,errors_allowed_timer_running_flag_for_intake_temp_0_1,word,"ERRORS ALLOWED TIMER RUNNING FLAG FOR INTAKE TEMP.",2,0,,parameter
0x0080D15E,pointer_to_intake_man_temp_fuel_fault_log_data_0_2_32,dword,"POINTER TO INTAKE MAN. TEMP FUEL FAULT LOG DATA",4,0,ADDR,parameter
0x0080D16A,mask_for_input_of_the_oil_pressure_input_0_65535,word,"MASK FOR INPUT OF THE OIL PRESSURE INPUT",2,0,MASK,parameter
0x0080D16C,amount_of_time_since_oil_pressure_failure_was_detected_0_65535,word,"AMOUNT OF TIME SINCE OIL PRESSURE FAILURE WAS DETECTED.",2,0,SEC.,parameter
0x0080D16E,time_duration_since_oil_pressure_fault_was_detected_0_65535,word,"TIME DURATION SINCE OIL PRESSURE FAULT WAS DETECTED.",2,0,SEC.,parameter
0x0080D17C,EPO2EREN,word,"CalTerm EPO2EREN: TRUE = OIL PRESSURE ERROR ALLOWED, FALSE = NO ERROR A",2,0,,value
0x0080D17E,true_oil_pressure_precrank_error_1_true_0_false,word,"TRUE = OIL PRESSURE PRECRANK ERROR",2,0,,parameter
0x0080D18A,errors_allowed_timer_running_flag_for_oil_pres_0_1,word,"ERRORS ALLOWED TIMER RUNNING FLAG FOR OIL PRES.",2,0,,parameter
0x0080D18C,pointer_to_oil_pressure_fuel_fault_log_data_0_2_32,dword,"POINTER TO OIL PRESSURE FUEL FAULT LOG DATA",4,0,ADDR,parameter
0x0080D19A,amount_of_time_since_water_in_fuel_low_failure_was_detected_0_65535,word,"AMOUNT OF TIME SINCE WATER IN FUEL LOW FAILURE WAS DETECTED",2,0,SEC,parameter
0x0080D19C,amount_of_time_since_water_in_fuel_low_failure_was_detected_0_65535,word,"AMOUNT OF TIME SINCE WATER IN FUEL LOW FAILURE WAS DETECTED",2,0,SEC,parameter
0x0080D19E,points_to_engine_sync_fuel_pressure_fuel_minimun_threshold_0_2_32,dword,"POINTS TO ENGINE SYNC FUEL PRESSURE FUEL MINIMUN THRESHOLD",4,0,HEX,parameter
0x0080D20A,amount_of_time_over_eng_sync_fuel_pressure_fuel_shutdown_thres_0_65535,word,"AMOUNT OF TIME OVER ENG SYNC FUEL PRESSURE FUEL SHUTDOWN THRES",2,0,SEC,parameter
0x0080D20C,amount_of_time_over_eng_sync_fuel_pressure_rpm_shutdown_thresh_0_65535,word,"AMOUNT OF TIME OVER ENG SYNC FUEL PRESSURE RPM SHUTDOWN THRESH",2,0,SEC,parameter
0x0080D20E,delay_before_warning_about_shutdown_from_engine_sync_fuel_pres_0_65535,word,"DELAY BEFORE WARNING ABOUT SHUTDOWN FROM ENGINE SYNC FUEL PRES",2,0,SEC,parameter
0x0080D21A,pointer_to_fuel_pressure_rpm_fault_log_data_0_2_32,dword,"POINTER TO FUEL PRESSURE RPM FAULT LOG DATA",4,0,ADDR,parameter
0x0080D22C,pointer_to_fuel_temperature_max_threshold_0_2_32,dword,"POINTER TO FUEL TEMPERATURE MAX THRESHOLD",4,0,ADDR,parameter
0x0080D23A,amount_of_time_over_fuel_temperature_rpm_shutdown_threshold_0_65535,word,"AMOUNT OF TIME OVER FUEL TEMPERATURE RPM SHUTDOWN THRESHOLD",2,0,SEC,parameter
0x0080D23C,time_to_start_of_warning_after_fuel_temp_fuel_error_declared_0_65535,word,"TIME TO START OF WARNING AFTER FUEL TEMP FUEL ERROR DECLARED",2,0,SEC,parameter
0x0080D23E,time_to_start_of_warning_after_fuel_temp_rpm_error_declared_0_65535,word,"TIME TO START OF WARNING AFTER FUEL TEMP RPM ERROR DECLARED",2,0,SEC,parameter
0x0080D25A,points_to_ambient_air_pressure_fuel_maximum_threshold_0_2_32,dword,"POINTS TO AMBIENT AIR PRESSURE FUEL MAXIMUM THRESHOLD",4,0,HEX,parameter
0x0080D25E,pointer_to_ambient_air_pressure_rpm_limit_threshold_0_2_32,dword,"POINTER TO AMBIENT AIR PRESSURE RPM LIMIT THRESHOLD",4,0,HEX,parameter
0x0080D26A,delay_before_warning_about_shutdown_from_ambient_air_pressure_0_65535,word,"DELAY BEFORE WARNING ABOUT SHUTDOWN FROM AMBIENT AIR PRESSURE ",2,0,SEC,parameter
0x0080D26C,delay_before_warning_abuot_shutdown_from_ambient_air_pressure_0_65535,word,"DELAY BEFORE WARNING ABUOT SHUTDOWN FROM AMBIENT AIR PRESSURE ",2,0,SEC,parameter
0x0080D26E,time_since_rpm_crossed_ambient_air_pressure_start_mon_rpm_0_65535,word,"TIME SINCE RPM CROSSED AMBIENT AIR PRESSURE. START MON RPM",2,0,SEC,parameter
0x0080D27A,epf_shutdown_engine_command_from_restart_limitation_a_1_true_0_false,word,"EPF SHUTDOWN ENGINE COMMAND FROM RESTART LIMITATION A",2,0,,parameter
0x0080D27C,epf_shutdown_approaching_command_from_restart_limitat_1_true_0_false,word,"EPF SHUTDOWN APPROACHING COMMAND FROM RESTART LIMITAT",2,0,,parameter
0x0080D29A,eps_positive_out_of_phase_count_teeth_phase_shift_thresho_0_65535,word,"EPS_POSITIVE_OUT_OF_PHASE_COUNT:TEETH PHASE SHIFT > +THRESHO",2,0,TETH,parameter
0x0080D29C,eps_negative_out_of_phase_count_teeth_phase_shift_thresho_0_65535,word,"EPS_NEGATIVE_OUT_OF_PHASE_COUNT:TEETH PHASE SHIFT > -THRESHO",2,0,TETH,parameter
0x0080D29E,dummy_variable_0_65535,word,"DUMMY VARIABLE",2,0,HEX,parameter
0x0080D32C,a2d_input_related_to_ac_pressure_255_255,word,"A2D INPUT RELATED TO AC PRESSURE",2,0,INHG,parameter
0x0080D33A,indicates_origin_of_tqdqta_value_0_10,word,"INDICATES ORIGIN OF TQDQTA VALUE",2,0,ENST,parameter
0x0080D34E,fso_state_desired_from_fuel_system_specific_algorithms_1_off_on_off,word,"FSO STATE DESIRED FROM FUEL SYSTEM SPECIFIC ALGORITHMS 1 = OFF ",2,0,NONE,parameter
0x0080D36A,fueling_provided_if_engine_were_using_low_hp_curve_0_100,word,"FUELING PROVIDED IF ENGINE WERE USING LOW HP CURVE",2,0,MM3S,parameter
0x0080D36C,100_fueling_value_at_hsg_bef_droop_speed_0_100,word,"100% FUELING VALUE AT HSG_BEF_DROOP_SPEED",2,0,MM3S,parameter
0x0080D042,accumulated_backup_eps_period_between_vss_interrupts_0_65535,dword,"ACCUMULATED BACKUP EPS PERIOD BETWEEN VSS INTERRUPTS",4,0,TCNT,parameter
0x0080D048,number_of_backup_eps_interrupts_between_vss_interrupts_0_65535,word,"NUMBER OF BACKUP EPS INTERRUPTS BETWEEN VSS INTERRUPTS",2,0,CNT,parameter
0x0080D052,main_signal_edge_time_stamp_0_65535,word,"MAIN SIGNAL EDGE TIME STAMP",2,0,CNTS,parameter
0x0080D054,backup_signal_edge_time_stamp_0_65535,word,"BACKUP SIGNAL EDGE TIME STAMP",2,0,CNTS,parameter
0x0080D056,cam_sync_lost_duration_0_20,word,"CAM_SYNC_LOST_DURATION",2,0,SEC,parameter
0x0080D60E,filter_coefficient_3_from_hsg_lead_lag_dynamic_compensator_0_1,word,"FILTER COEFFICIENT #3 FROM HSG LEAD/LAG DYNAMIC COMPENSATOR",2,0,NONE,parameter
0x0080D61A,defines_hsg_gain_set_that_has_been_chosen_0_31,word,"DEFINES HSG GAIN SET THAT HAS BEEN CHOSEN",2,0,NONE,parameter
0x0080D63E,hsg_adjusted_proportional_gain_0_7_5000,word,"HSG ADJUSTED PROPORTIONAL GAIN.",2,0,F/R,parameter
0x0080D064,eps_raw_period_backup_raw_time_between_teeth_not_norm_d_to_1_200000,dword,"EPS_RAW_PERIOD_BACKUP: RAW TIME BETWEEN TEETH NOT NORM'D TO",4,0,HEX,parameter
0x0080D64C,rpm_derate_supplied_by_application_group_0_8000,word,"RPM DERATE SUPPLIED BY APPLICATION GROUP.",2,0,RPM,parameter
0x0080D64E,hsg_base_reference_speed_currently_in_use_esp_may_select_1500_5000,word,"HSG BASE REFERENCE SPEED CURRENTLY IN USE (ESP MAY SELECT ",2,0,RPM,parameter
0x0080D65A,hsg_isochronous_speed_currently_in_use_1500_3000,word,"HSG ISOCHRONOUS SPEED CURRENTLY IN USE",2,0,RPM,parameter
0x0080D65E,indicator_of_which_alg_is_setting_hsisrfae_0_255,word,"INDICATOR OF WHICH ALG. IS SETTING HSISRFAE",2,0,ST,parameter
0x0080D068,cam_sync_backup_lost_duration_duration_in_no_sync_state_0_20,word,"CAM_SYNC_BACKUP_LOST_DURATION:DURATION IN NO SYNC STATE.",2,0,SEC,parameter
0x0080D70C,aps_error_flag_for_throttle_indicating_bad_data_not_logged_true_false,byte,"APS ERROR FLAG FOR THROTTLE INDICATING BAD DATA. NOT LOGGED",1,0,HEX,parameter
0x0080D70D,ivs_parameter_not_properly_configured_not_logged_as_a_faul_true_false,byte,"IVS PARAMETER NOT PROPERLY CONFIGURED. NOT LOGGED AS A FAUL",1,0,HEX,parameter
0x0080D70E,pgn_timeout_error_flag_for_aps_ivs_remote_throttle_not_log_true_false,byte,"PGN TIMEOUT ERROR FLAG FOR APS/IVS/REMOTE THROTTLE. NOT LOG",1,0,HEX,parameter
0x0080D70F,multiplex_value_for_air_conditioner_pressure_switch_on_off,byte,"MULTIPLEX VALUE FOR AIR CONDITIONER PRESSURE SWITCH",1,0,HEX,parameter
0x0080D71A,multiplex_value_for_idle_switch_on_off,byte,"MULTIPLEX VALUE FOR IDLE SWITCH",1,0,HEX,parameter
0x0080D71B,multiplex_value_for_increment_switch_on_off,byte,"MULTIPLEX VALUE FOR INCREMENT SWITCH",1,0,HEX,parameter
0x0080D71C,multiplexed_value_for_requested_fan_speed_0_100,byte,"MULTIPLEXED VALUE FOR REQUESTED % FAN SPEED",1,0,PERC,parameter
0x0080D71D,multiplex_value_for_pto_on_switch_on_off,byte,"MULTIPLEX VALUE FOR PTO ON SWITCH",1,0,HEX,parameter
0x0080D71E,multiplex_value_for_pto_resume_switch_on_off,byte,"MULTIPLEX VALUE FOR PTO RESUME SWITCH",1,0,HEX,parameter
0x0080D71F,multiplex_value_for_pto_set_switch_on_off,byte,"MULTIPLEX VALUE FOR PTO SET SWITCH",1,0,HEX,parameter
0x0080D72A,user_value_for_manual_fan_level_requested_fan_speed_0_100,word,"USER VALUE FOR MANUAL FAN LEVEL (REQUESTED % FAN SPEED)",2,0,PERC,parameter
0x0080D72C,takes_raw_throttle_for_mux_limphome_on_a2d_0_1023,word,"TAKES RAW THROTTLE FOR MUX LIMPHOME ON A2D",2,0,CNTS,parameter
0x0080D100,errors_allowed_timer_running_flag_for_coolant_lev_0_1,word,"ERRORS ALLOWED TIMER RUNNING FLAG FOR COOLANT LEV.",2,0,,parameter
0x0080D102,pointer_to_coolant_level_fuel_fault_log_data_0_2_32,dword,"POINTER TO COOLANT LEVEL FUEL FAULT LOG DATA",4,0,ADDR,parameter
0x0080D106,pointer_to_coolant_level_rpm_fault_log_data_0_2_32,dword,"POINTER TO COOLANT LEVEL RPM FAULT LOG DATA",4,0,ADDR,parameter
0x0080D110,amount_of_time_since_coolant_temp_failure_was_detected_0_65535,word,"AMOUNT OF TIME SINCE COOLANT TEMP FAILURE WAS DETECTED.",2,0,SEC.,parameter
0x0080D112,time_duration_since_coolant_temperature_failure_was_detected_0_65535,word,"TIME DURATION SINCE COOLANT TEMPERATURE FAILURE WAS DETECTED",2,0,SEC.,parameter
0x0080D114,pointer_to_coolant_temperature_fuel_min_threshold_0_2_32,dword,"POINTER TO COOLANT TEMPERATURE FUEL MIN THRESHOLD",4,0,ADDR,parameter
0x0080D118,pointer_to_coolant_temperature_fuel_max_threshold_0_2_32,dword,"POINTER TO COOLANT TEMPERATURE FUEL MAX THRESHOLD",4,0,ADDR,parameter
0x0080D120,EPCQEREN,word,"CalTerm EPCQEREN: TRUE = COOLANT TEMP. ERROR ALLOWED, FALSE = NO ERROR",2,0,,value
0x0080D122,imt_error_detected_before_cranking_in_restart_situati_1_true_0_false,word,"IMT ERROR DETECTED BEFORE CRANKING IN RESTART SITUATI",2,0,,parameter
0x0080D124,amount_of_time_over_coolant_temp_fuel_shutdown_threshold_0_65535,word,"AMOUNT OF TIME OVER COOLANT TEMP. FUEL SHUTDOWN THRESHOLD",2,0,SEC,parameter
0x0080D126,amount_of_time_over_coolant_temp_rpm_shutdown_threshold_0_65535,word,"AMOUNT OF TIME OVER COOLANT TEMP. RPM SHUTDOWN THRESHOLD",2,0,SEC,parameter
0x0080D128,delay_before_warning_about_shutdown_from_coolant_temp_fuel_0_65535,word,"DELAY BEFORE WARNING ABOUT SHUTDOWN FROM COOLANT TEMP FUEL",2,0,SEC,parameter
0x0080D130,pointer_to_coolant_temperature_fuel_fault_log_data_0_2_32,dword,"POINTER TO COOLANT TEMPERATURE FUEL FAULT LOG DATA",4,0,ADDR,parameter
0x0080D134,pointer_to_coolant_temperature_rpm_fault_log_data_0_2_32,dword,"POINTER TO COOLANT TEMPERATURE RPM FAULT LOG DATA",4,0,ADDR,parameter
0x0080D140,time_duration_since_imt_failure_was_detedted_0_65535,word,"TIME DURATION SINCE IMT FAILURE WAS DETEDTED.",2,0,SEC.,parameter
0x0080D142,pointer_to_intake_man_temp_fuel_min_threshold_0_2_32,dword,"POINTER TO INTAKE MAN. TEMP FUEL MIN THRESHOLD",4,0,ADDR,parameter
0x0080D146,pointer_to_intake_man_temp_fuel_max_threshold_0_2_32,dword,"POINTER TO INTAKE MAN. TEMP FUEL MAX THRESHOLD",4,0,ADDR,parameter
0x0080D150,oil_temperature_error_detected_before_cranking_in_res_1_true_0_false,word,"OIL TEMPERATURE ERROR DETECTED BEFORE CRANKING IN RES",2,0,,parameter
0x0080D152,amount_of_time_over_intake_temp_fuel_shutdown_threshold_0_65535,word,"AMOUNT OF TIME OVER INTAKE TEMP. FUEL SHUTDOWN THRESHOLD",2,0,SEC,parameter
0x0080D154,amount_of_time_over_intake_temp_rpm_shutdown_threshold_0_65535,word,"AMOUNT OF TIME OVER INTAKE TEMP. RPM SHUTDOWN THRESHOLD",2,0,SEC,parameter
0x0080D156,delay_before_warning_about_shutdown_from_intake_temp_fuel_0_65535,word,"DELAY BEFORE WARNING ABOUT SHUTDOWN FROM INTAKE TEMP FUEL",2,0,SEC,parameter
0x0080D158,delay_before_warning_about_shutdown_from_intake_temp_rpm_0_65535,word,"DELAY BEFORE WARNING ABOUT SHUTDOWN FROM INTAKE TEMP RPM",2,0,SEC,parameter
0x0080D162,pointer_to_intake_man_temp_rpm_fault_log_data_0_2_32,dword,"POINTER TO INTAKE MAN. TEMP RPM FAULT LOG DATA",4,0,ADDR,parameter
0x0080D170,pointer_to_oil_pressure_fuel_min_threshold_0_2_32,dword,"POINTER TO OIL PRESSURE FUEL MIN THRESHOLD",4,0,ADDR,parameter
0x0080D174,pointer_to_oil_pressure_fuel_max_threshold_0_2_32,dword,"POINTER TO OIL PRESSURE FUEL MAX THRESHOLD",4,0,ADDR,parameter
0x0080D178,pointer_to_oil_pressure_rpm_limit_threshold_0_2_32,dword,"POINTER TO OIL PRESSURE RPM LIMIT THRESHOLD",4,0,ADDR,parameter
0x0080D180,amount_of_time_over_oil_pressure_fuel_shutdown_threshold_0_65535,word,"AMOUNT OF TIME OVER OIL PRESSURE FUEL SHUTDOWN THRESHOLD",2,0,SEC,parameter
0x0080D182,amount_of_time_over_oil_pressure_rpm_shutdown_threshold_0_65535,word,"AMOUNT OF TIME OVER OIL PRESSURE RPM SHUTDOWN THRESHOLD",2,0,SEC,parameter
0x0080D184,delay_before_warning_about_shutdown_from_oil_press_fuel_0_65535,word,"DELAY BEFORE WARNING ABOUT SHUTDOWN FROM OIL PRESS. FUEL",2,0,SEC,parameter
0x0080D186,delay_before_warning_about_shutdown_from_oil_press_rpm_0_65535,word,"DELAY BEFORE WARNING ABOUT SHUTDOWN FROM OIL PRESS. RPM",2,0,SEC,parameter
0x0080D188,time_since_rpm_crossed_oil_pres_start_mon_rpm_0_65535,word,"TIME SINCE RPM CROSSED OIL PRES. START MON RPM",2,0,SEC,parameter
0x0080D190,pointer_to_oil_pressure_rpm_fault_log_data_0_2_32,dword,"POINTER TO OIL PRESSURE RPM FAULT LOG DATA",4,0,ADDR,parameter
0x0080D198,mask_for_input_of_water_in_fuel_0_65535,word,"MASK FOR INPUT OF WATER IN FUEL",2,0,MASK,parameter
0x0080D202,pointer_to_engine_sync_fuel_pressure_rpm_limit_threshold_0_2_32,dword,"POINTER TO ENGINE SYNC FUEL PRESSURE RPM LIMIT THRESHOLD",4,0,HEX,parameter
0x0080D206,EPFPEREN,word,"CalTerm EPFPEREN: TRUE=ENG SYNC FUEL PRESSURE ERROR ALLOWED, FALSE=NO ERR",2,0,,value
0x0080D208,true_eng_sync_fuel_pressure_precrank_error_0_1,word,"TRUE=ENG SYNC FUEL PRESSURE PRECRANK ERROR",2,0,SEC,parameter
0x0080D210,delay_before_warning_abuot_shutdown_from_eng_sync_fuel_pressur_0_65535,word,"DELAY BEFORE WARNING ABUOT SHUTDOWN FROM ENG SYNC FUEL PRESSUR",2,0,SEC,parameter
0x0080D212,time_since_rpm_crossed_eng_sync_fuel_pressure_start_mon_rpm_0_65535,word,"TIME SINCE RPM CROSSED ENG SYNC FUEL PRESSURE. START MON RPM",2,0,SEC,parameter
0x0080D214,errors_allowed_timer_running_flag_for_eng_sync_fuel_pressure_0_1,word,"ERRORS ALLOWED TIMER RUNNING FLAG FOR ENG SYNC FUEL PRESSURE",2,0,SEC,parameter
0x0080D216,pointer_to_fuel_pressure_fuel_fault_log_data_0_2_32,dword,"POINTER TO FUEL PRESSURE FUEL FAULT LOG DATA",4,0,ADDR,parameter
0x0080D222,mask_for_source_of_fuel_temperature_0_65535,word,"MASK FOR SOURCE OF FUEL TEMPERATURE",2,0,MASK,parameter
0x0080D224,amount_of_time_since_fuel_temperature_failure_was_detected_0_65535,word,"AMOUNT OF TIME SINCE FUEL TEMPERATURE FAILURE WAS DETECTED",2,0,SEC,parameter
0x0080D226,amount_of_time_since_fuel_temperature_failure_was_detected_0_65535,word,"AMOUNT OF TIME SINCE FUEL TEMPERATURE FAILURE WAS DETECTED",2,0,SEC,parameter
0x0080D228,pointer_to_fuel_temperature_min_threshold_0_2_32,dword,"POINTER TO FUEL TEMPERATURE MIN THRESHOLD",4,0,ADDR,parameter
0x0080D230,pointer_to_fuel_temperature_rpm_limit_threshold_0_2_32,dword,"POINTER TO FUEL TEMPERATURE RPM LIMIT THRESHOLD",4,0,ADDR,parameter
0x0080D234,EPFTEREN,word,"CalTerm EPFTEREN: TRUE = FUEL TEMPERATURE ERROR ALLOWED, FALSE = NOT",2,0,NONE,value
0x0080D236,fuel_temperature_system_error_detected_before_crankin_1_true_0_false,word,"FUEL TEMPERATURE SYSTEM ERROR DETECTED BEFORE CRANKIN",2,0,NONE,parameter
0x0080D238,amount_of_time_over_fuel_temperature_fuel_shutdown_threshold_0_65535,word,"AMOUNT OF TIME OVER FUEL TEMPERATURE FUEL SHUTDOWN THRESHOLD",2,0,SEC,parameter
0x0080D240,time_since_rpm_crossed_fuel_temperature_start_threshold_0_65535,word,"TIME SINCE RPM CROSSED FUEL TEMPERATURE START THRESHOLD",2,0,SEC,parameter
0x0080D242,flag_indicating_fuel_temp_errors_allowed_timer_is_ru_1_true_0_false,word,"FLAG INDICATING FUEL TEMP. ERRORS ALLOWED TIMER IS RU",2,0,NONE,parameter
0x0080D244,pointer_to_fuel_temperature_fuel_fault_log_data_0_2_32,dword,"POINTER TO FUEL TEMPERATURE FUEL FAULT LOG DATA",4,0,ADDR,parameter
0x0080D248,pointer_to_fuel_temperature_rpm_fault_log_data_0_2_32,dword,"POINTER TO FUEL TEMPERATURE RPM FAULT LOG DATA",4,0,ADDR,parameter
0x0080D250,mask_for_input_of_ambient_air_pressure_0_65535,word,"MASK FOR INPUT OF AMBIENT AIR PRESSURE",2,0,MASK,parameter
0x0080D252,amount_of_time_since_ambient_air_pressure_low_failure_was_dete_0_65535,word,"AMOUNT OF TIME SINCE AMBIENT AIR PRESSURE LOW FAILURE WAS DETE",2,0,SEC,parameter
0x0080D254,amount_of_time_since_ambient_air_pressure_low_failure_was_dete_0_65535,word,"AMOUNT OF TIME SINCE AMBIENT AIR PRESSURE LOW FAILURE WAS DETE",2,0,SEC,parameter
