address,label_name,comment
0x00806bc2,a_d_fault_increment_0_32767,A/D FAULT INCREMENT [Alt: ADSYEPFI]
0x00806bc4,a_d_fault_set_0_32757,A/D FAULT SET [Alt: ADSYEPFS]
0x00806bc6,a_d_high_error_limit_0_1023,A/D HIGH ERROR LIMIT [Alt: ADSYEPHL]
0x00806bc8,a_d_low_error_limit_0_1023,A/D LOW ERROR LIMIT [Alt: ADSYEPLL]
0x00806bca,engine_sync_exhaust_pressure_channel_address_none,ENGINE_SYNC_EXHAUST_PRESSURE_CHANNEL_ADDRESS [Alt: ADSYEPCA]
0x00806bcc,channel_mux_setting_0_255,CHANNEL MUX SETTING [Alt: ADSYEPMU]
0x00806bcd,tri_state_error_enable_disable,TRI STATE ERROR [Alt: ADSYEPTS]
0x00806bce,error_number_storage_for_engine_sync_exhaust_pressure_high_err_0_255,ERROR NUMBER STORAGE FOR ENGINE_SYNC_EXHAUST_PRESSURE_HIGH_ERR [Alt: ADSYEPHE]
0x00806bcf,error_number_storage_for_engine_sync_exhaust_pressure_low_erro_0_255,ERROR NUMBER STORAGE FOR ENGINE_SYNC_EXHAUST_PRESSURE_LOW_ERRO [Alt: ADSYEPLE]
0x00806bd0,tri_state_error_none,TRI STATE ERROR [Alt: ADSYEPTE]
0x00806bd1,ADSYEPSR,A/D SAMPLE PERIOD
0x00806bd2,a_d_digital_filter_constant_for_throttle_0_1,A/D DIGITAL FILTER CONSTANT FOR THROTTLE [Alt: ADSATHCS]
0x00806bd4,global_default_value_for_throttle_0_100,GLOBAL DEFAULT VALUE FOR THROTTLE [Alt: ADDFSATH]
0x00806bd6,a_d_fault_clear_counts_for_sampled_throttle_0_32767,A/D FAULT CLEAR COUNTS FOR SAMPLED THROTTLE [Alt: ADSATHCC]
0x00806bd8,a_d_fault_decrement_for_throttle_0_32767,A/D FAULT DECREMENT FOR THROTTLE [Alt: ADSATHDT]
0x00806bda,a_d_fault_increment_for_throttle_0_32767,A/D FAULT INCREMENT FOR THROTTLE [Alt: ADSATHIC]
0x00806bdc,a_d_fault_set_for_throttle_0_32767,A/D FAULT SET FOR THROTTLE [Alt: ADSATHSE]
0x00806bde,a_d_high_error_limit_for_throttle_0_1023,A/D HIGH ERROR LIMIT FOR THROTTLE [Alt: ADSATHHL]
0x00806be0,a_d_low_error_limit_for_throttle_0_1023,A/D LOW ERROR LIMIT FOR THROTTLE [Alt: ADSATHLL]
0x00806be2,sampled_throttle_channel_address_none,SAMPLED_THROTTLE_CHANNEL_ADDRESS [Alt: ADSATHCA]
0x00806be4,channel_mux_setting_0_255,CHANNEL MUX SETTING [Alt: ADSATHMU]
0x00806be5,tri_state_flag_throttle_enable_disable,TRI STATE FLAG [Alt: ADSATHTS]
0x00806be6,error_number_storage_for_sampled_throttle_high_error_0_255,ERROR NUMBER STORAGE FOR SAMPLED_THROTTLE_HIGH_ERROR [Alt: ADSATHHE]
0x00806be7,error_number_storage_for_sampled_throttle_low_error_0_255,ERROR NUMBER STORAGE FOR SAMPLED_THROTTLE_LOW_ERROR [Alt: ADSATHLE]
0x00806be8,error_number_storage_for_in_range_error_throttle_none,ERROR NUMBER STORAGE FOR IN_RANGE_ERROR [Alt: ADSATHTE]
0x00806be9,ADSATHSA,A/D SAMPLE PERIOD FOR THROTTLE
0x00806bea,a_d_digital_filter_constant_for_remote_throttle_0_1,A/D DIGITAL FILTER CONSTANT FOR REMOTE THROTTLE [Alt: ADROTHCS]
0x00806bec,global_default_value_for_remote_throttle_0_100,GLOBAL DEFAULT VALUE FOR REMOTE THROTTLE [Alt: ADDFROTH]
0x00806bee,a_d_fault_clear_counts_for_remote_throttle_0_32767,A/D FAULT CLEAR COUNTS FOR REMOTE THROTTLE [Alt: ADROTHCC]
0x00806bf0,a_d_fault_decrement_for_remote_throttle_0_32767,A/D FAULT DECREMENT FOR REMOTE THROTTLE [Alt: ADROTHDT]
0x00806bf2,a_d_fault_increment_for_remote_throttle_0_32767,A/D FAULT INCREMENT FOR REMOTE THROTTLE [Alt: ADROTHIC]
0x00806bf4,a_d_fault_set_for_remote_throttle_0_32767,A/D FAULT SET FOR REMOTE THROTTLE [Alt: ADROTHSE]
0x00806bf6,a_d_high_error_limit_for_remote_throttle_0_1023,A/D HIGH ERROR LIMIT FOR REMOTE THROTTLE [Alt: ADROTHHL]
0x00806bf8,a_d_low_error_limit_for_remote_throttle_0_1023,A/D LOW ERROR LIMIT FOR REMOTE THROTTLE [Alt: ADROTHLL]
0x00806bfa,remote_throttle_channel_address_none,REMOTE_THROTTLE_CHANNEL_ADDRESS [Alt: ADROTHCA]
0x00806bfc,channel_mux_setting_0_255,CHANNEL MUX SETTING [Alt: ADROTHMU]
0x00806bfd,tri_state_flag_remote_throttle_enable_disable,TRI STATE FLAG [Alt: ADROTHTS]
0x00806bfe,error_number_storage_for_remote_throttle_high_error_0_255,ERROR NUMBER STORAGE FOR REMOTE_THROTTLE_HIGH_ERROR [Alt: ADROTHHE]
0x00806bff,error_number_storage_for_remote_throttle_low_error_0_255,ERROR NUMBER STORAGE FOR REMOTE_THROTTLE_LOW_ERROR [Alt: ADROTHLE]
0x00806c00,error_number_storage_for_in_range_error_remote_throttle_none,ERROR NUMBER STORAGE FOR IN_RANGE_ERROR [Alt: ADROTHTE]
0x00806c01,ADROTHSA,A/D SAMPLE PERIOD FOR REMOTE THROTTLE
0x00806c02,a_d_digital_filter_constant_for_ambient_air_pressure_0_1,A/D DIGITAL FILTER CONSTANT FOR AMBIENT AIR PRESSURE [Alt: ADAAPRCS]
0x00806c04,ADDFAAPR,GLOBAL DEFAULT VALUE FOR AMBIENT AIR PRESSURE
0x00806c06,a_d_fault_clear_counts_for_ambient_air_pressure_0_32767,A/D FAULT CLEAR COUNTS FOR AMBIENT AIR PRESSURE [Alt: ADAAPRCC]
0x00806c08,a_d_fault_decrement_for_ambient_air_pressure_0_32767,A/D FAULT DECREMENT FOR AMBIENT AIR PRESSURE [Alt: ADAAPRDT]
0x00806c0a,a_d_fault_increment_for_ambient_air_pressure_0_32767,A/D FAULT INCREMENT FOR AMBIENT AIR PRESSURE [Alt: ADAAPRIC]
0x00806c0c,a_d_fault_set_for_ambient_air_pressure_0_32767,A/D FAULT SET FOR AMBIENT AIR PRESSURE [Alt: ADAAPRSE]
0x00806c0e,a_d_high_error_limit_for_ambient_air_pressure_0_1023,A/D HIGH ERROR LIMIT FOR AMBIENT AIR PRESSURE [Alt: ADAAPRHL]
0x00806c10,a_d_low_error_limit_for_ambient_air_pressure_0_1023,A/D LOW ERROR LIMIT FOR AMBIENT AIR PRESSURE [Alt: ADAAPRLL]
0x00806c12,ambient_air_pressure_channel_address_none,AMBIENT_AIR_PRESSURE_CHANNEL_ADDRESS [Alt: ADAAPRCA]
0x00806c14,channel_mux_setting_0_255,CHANNEL MUX SETTING [Alt: ADAAPRMU]
0x00806c15,tri_state_flag_ambient_air_pressure_enable_disable,TRI STATE FLAG [Alt: ADAAPRTS]
0x00806c16,error_number_storage_for_ambient_air_pressure_high_error_0_255,ERROR NUMBER STORAGE FOR AMBIENT_AIR_PRESSURE_HIGH_ERROR [Alt: ADAAPRHE]
0x00806c17,error_number_storage_for_ambient_air_pressure_low_error_0_255,ERROR NUMBER STORAGE FOR AMBIENT_AIR_PRESSURE_LOW_ERROR [Alt: ADAAPRLE]
0x00806c18,error_number_storage_for_tri_state_error_ambient_air_pressure_none,ERROR NUMBER STORAGE FOR TRI STATE ERROR [Alt: ADAAPRTE]
0x00806c19,ADAAPRSA,A/D SAMPLE PERIOD FOR AMBIENT AIR PRESSURE
0x00806c1a,a_d_digital_filter_constant_for_battery_voltage_0_1,A/D DIGITAL FILTER CONSTANT FOR BATTERY VOLTAGE [Alt: ADBTVTCS]
0x00806c1c,global_default_value_for_battery_voltage_0_40,GLOBAL DEFAULT VALUE FOR BATTERY VOLTAGE [Alt: ADDFBTVT]
0x00806c1e,a_d_fault_clear_counts_for_battery_voltage_0_32767,A/D FAULT CLEAR COUNTS FOR BATTERY VOLTAGE [Alt: ADBTVTCC]
0x00806c20,a_d_fault_decrement_for_battery_voltage_0_32767,A/D FAULT DECREMENT FOR BATTERY VOLTAGE [Alt: ADBTVTDT]
0x00806c22,a_d_fault_increment_for_battery_voltage_0_32767,A/D FAULT INCREMENT FOR BATTERY VOLTAGE [Alt: ADBTVTIC]
0x00806c24,a_d_fault_set_for_battery_voltage_0_32767,A/D FAULT SET FOR BATTERY VOLTAGE [Alt: ADBTVTSE]
0x00806c26,a_d_high_error_limit_for_battery_voltage_0_1023,A/D HIGH ERROR LIMIT FOR BATTERY VOLTAGE [Alt: ADBTVTHL]
0x00806c28,a_d_low_error_limit_for_battery_voltage_0_1023,A/D LOW ERROR LIMIT FOR BATTERY VOLTAGE [Alt: ADBTVTLL]
0x00806c2a,battery_voltage_channel_address_none,BATTERY_VOLTAGE_CHANNEL_ADDRESS [Alt: ADBTVTCA]
0x00806c2c,channel_mux_setting_0_255,CHANNEL MUX SETTING [Alt: ADBTVTMU]
0x00806c2d,tri_state_flag_battery_voltage_enable_disable,TRI STATE FLAG [Alt: ADBTVTTS]
0x00806c2e,error_number_storage_for_battery_voltage_high_error_0_255,ERROR NUMBER STORAGE FOR BATTERY_VOLTAGE_HIGH_ERROR [Alt: ADBTVTHE]
0x00806c2f,error_number_storage_for_battery_voltage_low_error_0_255,ERROR NUMBER STORAGE FOR BATTERY_VOLTAGE_LOW_ERROR [Alt: ADBTVTLE]
0x00806c30,error_number_storage_for_in_range_error_battery_voltage_none,ERROR NUMBER STORAGE FOR IN_RANGE_ERROR [Alt: ADBTVTTE]
0x00806c31,ADBTVTSA,A/D SAMPLE PERIOD FOR BATTERY VOLTAGE
0x00806c32,a_d_digital_filter_constant_0_1,A/D DIGITAL FILTER CONSTANT [Alt: ADESSVCS]
0x00806c34,global_default_value,GLOBAL DEFAULT VALUE [Alt: ADESSVGD]
0x00806c36,a_d_fault_clear_counts_0_32767,A/D FAULT CLEAR COUNTS [Alt: ADESSVFC]
0x00806c38,a_d_fault_decrement_0_32767,A/D FAULT DECREMENT [Alt: ADESSVFD]
0x00806c3a,a_d_fault_increment_0_32767,A/D FAULT INCREMENT [Alt: ADESSVFI]
0x00806c3c,a_d_fault_set_0_32767,A/D FAULT SET [Alt: ADESSVFS]
0x00806c3e,a_d_high_error_limit_0_1023,A/D HIGH ERROR LIMIT [Alt: ADESSVHL]
0x00806c40,a_d_low_error_limit_0_1023,A/D LOW ERROR LIMIT [Alt: ADESSVLL]
0x00806c42,engine_speed_sensor_sv_channel_address_none,ENGINE_SPEED_SENSOR_SV_CHANNEL_ADDRESS [Alt: ADESSVCA]
0x00806c44,channel_mux_setting_0_255,CHANNEL MUX SETTING [Alt: ADESSVMU]
0x00806c45,tri_state_error_enable_disable,TRI STATE ERROR [Alt: ADESSVTS]
0x00806c46,error_number_storage_for_engine_speed_sv_high_error_0_255,ERROR NUMBER STORAGE FOR ENGINE_SPEED_SV_HIGH_ERROR [Alt: ADESSVHE]
0x00806c47,error_number_storage_for_engine_speed_sv_low_error_0_255,ERROR NUMBER STORAGE FOR ENGINE_SPEED_SV_LOW_ERROR [Alt: ADESSVLE]
0x00806c48,tri_state_error_none,TRI STATE ERROR [Alt: ADESSVTE]
0x00806c49,ADESSVSR,A/D SAMPLE PERIOD
0x00806c4a,a_d_digital_filter_constant_0_1,A/D DIGITAL FILTER CONSTANT [Alt: ADTHSVCS]
0x00806c4c,global_default_value,GLOBAL DEFAULT VALUE [Alt: ADTHSVGD]
0x00806c4e,a_d_fault_clear_counts_0_32767,A/D FAULT CLEAR COUNTS [Alt: ADTHSVFC]
0x00806c50,a_d_fault_decrement_0_32767,A/D FAULT DECREMENT [Alt: ADTHSVFD]
0x00806c52,a_d_fault_increment_0_32767,A/D FAULT INCREMENT [Alt: ADTHSVFI]
0x00806c54,a_d_fault_set_0_32767,A/D FAULT SET [Alt: ADTHSVFS]
0x00806c56,a_d_high_error_limit_0_1023,A/D HIGH ERROR LIMIT [Alt: ADTHSVHL]
0x00806c58,a_d_low_error_limit_0_1023,A/D LOW ERROR LIMIT [Alt: ADTHSVLL]
0x00806c5a,throttle_position_sensor_sv_channel_address_none,THROTTLE_POSITION_SENSOR_SV_CHANNEL_ADDRESS [Alt: ADTHSVCA]
0x00806c5c,channel_mux_setting_0_255,CHANNEL MUX SETTING [Alt: ADTHSVMU]
0x00806c5d,tri_state_error_enable_disable,TRI STATE ERROR [Alt: ADTHSVTS]
0x00806c5e,error_number_storage_for_throttle_position_sv_high_error_0_255,ERROR NUMBER STORAGE FOR THROTTLE_POSITION_SV_HIGH_ERROR [Alt: ADTHSVHE]
0x00806c5f,error_number_storage_for_throttle_position_sv_low_error_0_255,ERROR NUMBER STORAGE FOR THROTTLE_POSITION_SV_LOW_ERROR [Alt: ADTHSVLE]
0x00806c60,tri_state_error_none,TRI STATE ERROR [Alt: ADTHSVTE]
0x00806c61,ADTHSVSR,A/D SAMPLE PERIOD
0x00806c62,a_d_digital_filter_constant_0_1,A/D DIGITAL FILTER CONSTANT [Alt: ADVHSVCS]
0x00806c64,global_default_value,GLOBAL DEFAULT VALUE [Alt: ADVHSVGD]
0x00806c66,a_d_fault_clear_counts_0_32767,A/D FAULT CLEAR COUNTS [Alt: ADVHSVFC]
0x00806c68,a_d_fault_decrement_0_32767,A/D FAULT DECREMENT [Alt: ADVHSVFD]
0x00806c6a,a_d_fault_increment_0_32767,A/D FAULT INCREMENT [Alt: ADVHSVFI]
0x00806c6c,a_d_fault_set_0_32767,A/D FAULT SET [Alt: ADVHSVFS]
0x00806c6e,a_d_high_error_limit_0_1023,A/D HIGH ERROR LIMIT [Alt: ADVHSVHL]
0x00806c70,a_d_low_error_limit_0_1023,A/D LOW ERROR LIMIT [Alt: ADVHSVLL]
0x00806c72,vehicle_connector_sensors_sv_channel_address_none,VEHICLE_CONNECTOR_SENSORS_SV_CHANNEL_ADDRESS [Alt: ADVHSVCA]
0x00806c74,channel_mux_setting_0_255,CHANNEL MUX SETTING [Alt: ADVHSVMU]
0x00806c75,tri_state_error_enable_disable,TRI STATE ERROR [Alt: ADVHSVTS]
0x00806c76,error_number_storage_for_vehicle_connector_sensors_sv_high_err_0_255,ERROR NUMBER STORAGE FOR VEHICLE_CONNECTOR_SENSORS_SV_HIGH_ERR [Alt: ADVHSVHE]
0x00806c77,error_number_storage_for_vehicle_connector_sensors_sv_low_erro_0_255,ERROR NUMBER STORAGE FOR VEHICLE_CONNECTOR_SENSORS_SV_LOW_ERRO [Alt: ADVHSVLE]
0x00806c78,tri_state_error_none,TRI STATE ERROR [Alt: ADVHSVTE]
0x00806c79,ADVHSVSR,A/D SAMPLE PERIOD
0x00806c7a,engine_sensor_supply_voltage_a_d_digital_filter_constant_0_1,ENGINE SENSOR SUPPLY VOLTAGE A/D DIGITAL FILTER CONSTANT [Alt: ADECSVCS]
0x00806c7c,engine_sensor_supply_voltage_global_default_value_0_6,ENGINE SENSOR SUPPLY VOLTAGE GLOBAL DEFAULT VALUE [Alt: ADECSVGD]
0x00806c7e,engine_sensor_supply_voltage_a_d_fault_clear_counts_0_32767,ENGINE SENSOR SUPPLY VOLTAGE A/D FAULT CLEAR COUNTS [Alt: ADECSVFC]
0x00806c80,engine_sensor_supply_voltage_a_d_fault_decrement_1_32767,ENGINE SENSOR SUPPLY VOLTAGE A/D FAULT DECREMENT [Alt: ADECSVFD]
0x00806c82,engine_sensor_supply_voltage_a_d_fault_increment_0_32767,ENGINE SENSOR SUPPLY VOLTAGE A/D FAULT INCREMENT [Alt: ADECSVFI]
0x00806c84,engine_sensor_supply_voltage_a_d_fault_set_0_32767,ENGINE SENSOR SUPPLY VOLTAGE A/D FAULT SET [Alt: ADECSVFS]
0x00806c86,engine_sensor_supply_voltage_a_d_high_error_limit_0_1023,ENGINE SENSOR SUPPLY VOLTAGE A/D HIGH ERROR LIMIT [Alt: ADECSVHL]
0x00806c88,engine_sensor_supply_voltage_a_d_low_error_limit_0_1023,ENGINE SENSOR SUPPLY VOLTAGE A/D LOW ERROR LIMIT [Alt: ADECSVLL]
0x00806c8a,engine_conn_sensors_sv_channel_address_none,ENGINE_CONN_SENSORS_SV_CHANNEL_ADDRESS [Alt: ADECSVCA]
0x00806c8c,engine_sensor_supply_voltage_channel_mux_setting_0_255,ENGINE SENSOR SUPPLY VOLTAGE CHANNEL MUX SETTING [Alt: ADECSVMU]
0x00806c8d,engine_sensor_supply_voltage_tri_state_error_flag_enable_disable,ENGINE SENSOR SUPPLY VOLTAGE TRI STATE ERROR FLAG [Alt: ADECSVTS]
0x00806c8e,error_number_storage_for_engine_conn_sensors_sv_high_error_0_255,ERROR NUMBER STORAGE FOR ENGINE_CONN_SENSORS_SV_HIGH_ERROR [Alt: ADECSVHE]
0x00806c8f,error_number_storage_for_engine_conn_sensors_sv_low_error_0_255,ERROR NUMBER STORAGE FOR ENGINE_CONN_SENSORS_SV_LOW_ERROR [Alt: ADECSVLE]
0x00806c90,engine_sensor_supply_voltage_tri_state_error_id_none,ENGINE SENSOR SUPPLY VOLTAGE TRI STATE ERROR ID [Alt: ADECSVTE]
0x00806c91,ADECSVSR,ENGINE SENSOR SUPPLY VOLTAGE A/D SAMPLE PERIOD
0x00806c92,a_d_digital_filter_constant_0_1,A/D DIGITAL FILTER CONSTANT [Alt: ADFTSVCS]
0x00806c94,global_default_value,GLOBAL DEFAULT VALUE [Alt: ADFTSVGD]
0x00806c96,a_d_fault_clear_counts_0_32767,A/D FAULT CLEAR COUNTS [Alt: ADFTSVFC]
0x00806c98,a_d_fault_decrement_0_32767,A/D FAULT DECREMENT [Alt: ADFTSVFD]
0x00806c9a,a_d_fault_increment_0_32767,A/D FAULT INCREMENT [Alt: ADFTSVFI]
0x00806c9c,a_d_fault_set_0_32767,A/D FAULT SET [Alt: ADFTSVFS]
0x00806c9e,a_d_high_error_limit_0_1023,A/D HIGH ERROR LIMIT [Alt: ADFTSVHL]
0x00806ca0,a_d_low_error_limit_0_1023,A/D LOW ERROR LIMIT [Alt: ADFTSVLL]
0x00806ca2,frequency_throttle_input_sensor_sv_channel_address_none,FREQUENCY_THROTTLE_INPUT_SENSOR_SV_CHANNEL_ADDRESS [Alt: ADFTSVCA]
0x00806ca4,channel_mux_setting_0_255,CHANNEL MUX SETTING [Alt: ADFTSVMU]
0x00806ca5,tri_state_error_enable_disable,TRI STATE ERROR [Alt: ADFTSVTS]
0x00806ca6,error_number_storage_for_frequency_throttle_input_sv_high_erro_0_255,ERROR NUMBER STORAGE FOR FREQUENCY_THROTTLE_INPUT_SV_HIGH_ERRO [Alt: ADFTSVHE]
0x00806ca7,error_number_storage_for_frequency_throttle_input_sv_low_error_0_255,ERROR NUMBER STORAGE FOR FREQUENCY_THROTTLE_INPUT_SV_LOW_ERROR [Alt: ADFTSVLE]
0x00806ca8,tri_state_error_none,TRI STATE ERROR [Alt: ADFTSVTE]
0x00806ca9,ADFTSVSR,A/D SAMPLE PERIOD
0x00806caa,a_d_digital_filter_constant_for_cc_switch_mux_0_1,A/D DIGITAL FILTER CONSTANT FOR CC SWITCH MUX [Alt: ADCRFTCS]
0x00806cac,global_default_value_for_cc_switch_mux_0_5,GLOBAL DEFAULT VALUE FOR CC SWITCH MUX [Alt: ADCRGD]
0x00806cae,a_d_fault_clear_counts_for_cc_switch_mux_0_32767,A/D FAULT CLEAR COUNTS FOR CC SWITCH MUX [Alt: ADCRFC]
0x00806cb0,a_d_fault_decrement_for_cc_switch_mux_0_32767,A/D FAULT DECREMENT FOR CC SWITCH MUX [Alt: ADCRFD]
0x00806cb2,a_d_fault_increment_for_cc_switch_mux_0_32767,A/D FAULT INCREMENT FOR CC SWITCH MUX [Alt: ADCRFI]
0x00806cb4,a_d_fault_set_for_cc_switch_mux_0_32767,A/D FAULT SET FOR CC SWITCH MUX [Alt: ADCRFS]
0x00806cb6,a_d_high_error_limit_for_cc_switch_mux_0_1023,A/D HIGH ERROR LIMIT FOR CC SWITCH MUX [Alt: ADCRHL]
0x00806cb8,a_d_low_error_limit_for_cc_switch_mux_0_1023,A/D LOW ERROR LIMIT FOR CC SWITCH MUX [Alt: ADCRLL]
0x00806cba,cruise_control_switch_mux_channel_address_none,CRUISE_CONTROL_SWITCH_MUX_CHANNEL_ADDRESS [Alt: ADCRCA]
0x00806cbc,cc_switch_mux_channel_mux_setting_0_255,CC SWITCH MUX CHANNEL MUX SETTING [Alt: ADCRMU]
0x00806cbd,tri_state_error_for_cc_switch_mux_enable_disable,TRI STATE ERROR FOR CC SWITCH MUX [Alt: ADCRTS]
0x00806cbe,error_number_storage_for_cruise_control_switch_mux_high_error_0_255,ERROR NUMBER STORAGE FOR CRUISE_CONTROL_SWITCH_MUX_HIGH_ERROR [Alt: ADCRHE]
0x00806cbf,error_number_storage_for_cruise_control_switch_mux_low_error_0_255,ERROR NUMBER STORAGE FOR CRUISE_CONTROL_SWITCH_MUX_LOW_ERROR [Alt: ADCRLE]
0x00806cc0,tri_state_error_none,TRI STATE ERROR
0x00806cc1,ADCRSR,A/D SAMPLE PERIOD FOR CC SWITCH MUX
0x00806cc2,water_in_fuel_a_d_digital_filter_constant_0_1,WATER IN FUEL A/D DIGITAL FILTER CONSTANT [Alt: ADWFCS]
0x00806cc4,water_in_fuel_global_default_value_0_3,WATER IN FUEL GLOBAL DEFAULT VALUE [Alt: ADWFGD]
0x00806cc6,water_in_fuel_a_d_fault_clear_counts_0_32767,WATER IN FUEL A/D FAULT CLEAR COUNTS [Alt: ADWFFC]
0x00806cc8,water_in_fuel_a_d_fault_decrement_0_32767,WATER IN FUEL A/D FAULT DECREMENT [Alt: ADWFFD]
0x00806cca,water_in_fuel_a_d_fault_increment_0_32767,WATER IN FUEL A/D FAULT INCREMENT [Alt: ADWFFI]
0x00806ccc,water_in_fuel_a_d_fault_set_0_32767,WATER IN FUEL A/D FAULT SET [Alt: ADWFFS]
0x00806cce,water_in_fuel_a_d_high_error_limit_0_1023,WATER IN FUEL A/D HIGH ERROR LIMIT [Alt: ADWFHL]
0x00806cd0,water_in_fuel_a_d_low_error_limit_0_1023,WATER IN FUEL A/D LOW ERROR LIMIT [Alt: ADWFLL]
0x00806cd2,water_in_fuel_channel_address_none,WATER_IN_FUEL_CHANNEL_ADDRESS [Alt: ADWFCA]
0x00806cd4,water_in_fuel_channel_mux_setting_0_255,WATER IN FUEL CHANNEL MUX SETTING [Alt: ADWFMU]
0x00806cd5,water_in_fuel_tri_state_error_enable_disable,WATER IN FUEL TRI STATE ERROR [Alt: ADWFTS]
0x00806cd6,error_number_storage_for_water_in_fuel_high_error_0_255,ERROR NUMBER STORAGE FOR WATER_IN_FUEL_HIGH_ERROR [Alt: ADWFHE]
0x00806cd7,error_number_storage_for_water_in_fuel_low_error_0_255,ERROR NUMBER STORAGE FOR WATER_IN_FUEL_LOW_ERROR [Alt: ADWFLE]
0x00806cd8,water_in_fuel_tri_state_error_none,WATER IN FUEL TRI STATE ERROR [Alt: ADWFTE]
0x00806cd9,ADWFSR,WATER IN FUEL A/D SAMPLE PERIOD
0x00806cda,a_d_digital_filter_constant_0_1,A/D DIGITAL FILTER CONSTANT [Alt: ADEGCFCS]
0x00806cdc,global_default_value,GLOBAL DEFAULT VALUE [Alt: ADEGCFGD]
0x00806cde,a_d_fault_clear_counts_0_32767,A/D FAULT CLEAR COUNTS [Alt: ADEGCFCC]
0x00806ce0,a_d_fault_decrement_0_32767,A/D FAULT DECREMENT [Alt: ADEGCFFD]
0x00806ce2,a_d_fault_increment_0_32767,A/D FAULT INCREMENT [Alt: ADEGCFFI]
0x00806ce4,a_d_fault_set_0_32767,A/D FAULT SET [Alt: ADEGCFFS]
0x00806ce6,a_d_high_error_limit_0_1023,A/D HIGH ERROR LIMIT [Alt: ADEGCFHL]
0x00806ce8,a_d_low_error_limit_0_1023,A/D LOW ERROR LIMIT [Alt: ADEGCFLL]
0x00806cea,egr_current_feedback_channel_address_none,EGR_CURRENT_FEEDBACK_CHANNEL_ADDRESS [Alt: ADEGCFCA]
0x00806cec,channel_mux_setting_0_255,CHANNEL MUX SETTING [Alt: ADEGCFMU]
0x00806ced,tri_state_error_enable_disable,TRI STATE ERROR [Alt: ADEGCFTS]
0x00806cee,error_number_storage_for_egr_current_feedback_high_error_0_255,ERROR NUMBER STORAGE FOR EGR_CURRENT_FEEDBACK_HIGH_ERROR [Alt: ADEGCFHE]
0x00806cef,error_number_storage_for_egr_current_feedback_low_error_0_255,ERROR NUMBER STORAGE FOR EGR_CURRENT_FEEDBACK_LOW_ERROR [Alt: ADEGCFLE]
0x00806cf0,tri_state_error_none,TRI STATE ERROR [Alt: ADEGCFTE]
0x00806cf1,ADEGCFSR,A/D SAMPLE PERIOD
0x00806cf2,a_d_digital_filter_constant_0_1,A/D DIGITAL FILTER CONSTANT [Alt: ADPSSVCS]
0x00806cf4,global_default_value,GLOBAL DEFAULT VALUE [Alt: ADPSSVGD]
0x00806cf6,a_d_fault_clear_counts_0_32767,A/D FAULT CLEAR COUNTS [Alt: ADPSSVFC]
0x00806cf8,a_d_fault_decrement_0_32767,A/D FAULT DECREMENT [Alt: ADPSSVFD]
0x00806cfa,a_d_fault_increment_0_32767,A/D FAULT INCREMENT [Alt: ADPSSVFI]
0x00806cfc,a_d_fault_set_0_32767,A/D FAULT SET [Alt: ADPSSVFS]
0x00806cfe,a_d_high_error_limit_0_1023,A/D HIGH ERROR LIMIT [Alt: ADPSSVHL]
0x00806d00,a_d_low_error_limit_0_1023,A/D LOW ERROR LIMIT [Alt: ADPSSVLL]
0x00806d02,programming_pulse_sv_channel_address_none,PROGRAMMING_PULSE_SV_CHANNEL_ADDRESS [Alt: ADPSSVCA]
0x00806d04,channel_mux_setting_0_255,CHANNEL MUX SETTING [Alt: ADPSSVMU]
0x00806d05,tri_state_error_enable_disable,TRI STATE ERROR [Alt: ADPSSVTS]
0x00806d06,error_number_storage_for_programming_pulse_sv_high_error_0_255,ERROR NUMBER STORAGE FOR PROGRAMMING_PULSE_SV_HIGH_ERROR [Alt: ADPSSVHE]
0x00806d07,error_number_storage_for_programming_pulse_sv_low_error_0_255,ERROR NUMBER STORAGE FOR PROGRAMMING_PULSE_SV_LOW_ERROR [Alt: ADPSSVLE]
0x00806d08,tri_state_error_none,TRI STATE ERROR [Alt: ADPSSVTE]
0x00806d09,ADPSSVSR,A/D SAMPLE PERIOD
0x00806d0a,ADHBSVCS,A/D DIGITAL FILTER CONSTANT
0x00806d0c,ADHBSVGD,GLOBAL DEFAULT VALUE
0x00806d0e,ADHBSVFC,A/D FAULT CLEAR COUNTS
0x00806d10,ADHBSVFD,A/D FAULT DECREMENT
0x00806d12,ADHBSVFI,A/D FAULT INCREMENT
0x00806d14,ADHBSVFS,A/D FAULT SET
0x00806d16,a_d_high_error_limit_0_1023,A/D HIGH ERROR LIMIT [Alt: ADHBSVHL]
0x00806d18,a_d_low_error_limit_0_1023,A/D LOW ERROR LIMIT [Alt: ADHBSVLL]
0x00806d1a,ADHBSVCA,HIGH_SIDE_GATE_BIAS_SV_CHANNEL_ADDRESS
0x00806d1c,ADHBSVMU,CHANNEL MUX SETTING
0x00806d1d,ADHBSVTS,TRI STATE ERROR
0x00806d1e,ADHBSVHE,ERROR NUMBER STORAGE FOR HIGH_SIDE_GATE_BIAS_SV_HIGH_ERROR
0x00806d1f,ADHBSVLE,ERROR NUMBER STORAGE FOR HIGH_SIDE_GATE_BIAS_SV_LOW_ERROR
0x00806d20,ADHBSVTE,TRI STATE ERROR
0x00806d21,ADHBSVSR,A/D SAMPLE PERIOD
0x00806d22,a_d_digital_filter_constant_0_1,A/D DIGITAL FILTER CONSTANT [Alt: ADOCSVCS]
