address,newName
0x00027f4c,diagnosticTableSnapshotCapture
0x00028220,tpuChannelStateMachine
0x0002853c,emptyStubFunction9
0x00028548,engineStatisticsAccumulator
0x00028588,runTimeCountersUpdate
0x000285c8,runTimeCountersUpdateAlt
0x00033524,vp44TimingRangeValidation
0x0002b476,setDiagnosticSourceFromFuelArbitrator
0x0002b49a,setDiagnosticSourceFromEngineFlags
0x0002f85c,shutdownMinimumSelector20
0x0002f83e,shutdownMinimumSelector28
0x0002de68,shutdownMinimumSelector21
0x0002b23a,vehicleDistanceDataBuilder
0x0002b2f4,retarderDataBuilder
0x0002b398,vehicleHoursDataBuilder
0x0002bb2e,watchdogServiceLoop
0x0002bc06,fuelDemandLimitMinimumUpdater
0x0002c4de,initProtectionTablePointer
0x0002c506,fuelTempControlFlagChecker
0x00029476,diagnosticCanResponseSender
0x00029522,ambientConditionsDataBuilder
0x000297fc,engineSerialNumberDataBuilder
0x000298d8,diagnosticMultiPacketResponseBuilder
0x00029976,activeDtcListBuilder
0x00029ae4,previousDtcListBuilder
0x0002a100,diagnosticDM5DataBuilder
0x0002a1f6,diagnosticByteResponseSender
0x0002a856,engineFluidLevelDataBuilder
0x0002abf2,intakeExhaustConditionsDataBuilder
0x0002adec,ioControlDataBuilder
0x0002af52,intakeManifoldDataBuilder
0x0002f748,protectionLimitValueInit
0x0002f754,fuelDemandLimitSelector4
0x0002f778,fuelDemandUpdateOrchestrator
0x0002f8dc,dualTableLookupSum
0x0002f920,interpolationTableSetup
0x0002f9e0,vp44StateProcessor
0x0002fd5e,vp44TimingStateInit
0x0002fdfe,vp44TimingValuesInit
0x00030cb0,fuelDemandLimitSelector11
0x000317c2,fuelDemandState24Override
0x000317ee,fuelDemandControllerInit
0x0002f986,vp44StateVariablesInit
0x0002fa84,vp44StateDebounceFilter
0x0002fb08,vp44StateToControlModeMapper
0x0002fb28,vp44OperatingConditionChecker
0x0002fba2,vp44FuelControlConditionChecker
0x0002fbc8,vp44State2TransitionHandler
0x0002fc40,vp44State1TransitionHandler
0x0002fc76,vp44State3Or4TransitionChecker
0x0002fcac,vp44StateOutputSelector
0x0002fcc8,vp44FaultStateCodeMapper
0x000313c4,fuelDemandFaultFlagUpdater
0x00031394,fuelDemandConditionFlagBuilder
0x0003141c,fuelDemandLimitSource2Selector
0x0003145a,fuelDemandLimitSource3Selector
0x00031494,fuelDemandLimitSource4Selector
0x000314c6,fuelDemandOverrideStateSelector
0x000314ee,fuelDemandLimitOrchestrator
0x00030542,outputControlStateToModeMapper
0x00030578,outputControlStateMachineSelector
0x0003068a,outputControlTimingGenerator
0x00030914,sensorFaultBasedRpmSourceSelector
0x00030a8e,outputControlFlagsInit
0x00030c3e,fuelDemandTablePointersInit
0x00030cec,simTimerControlInit
0x00031c06,ioControlRegistersInit
0x000320bc,vp44DiagnosticStateInit
0x000320dc,vp44ControlFlagsInit
0x0002d688,vp44ControlVariablesReset
0x0002d74a,minimumOfTwoValues
0x0002d75e,fuelLimitDecreaseWithFloor
0x0002d782,fuelLimitIncreaseWithCeiling
0x0002d90c,fuelLimitEngineStateCapture
0x0002d92c,fuelLimitRestoreFromCapture
0x0002d96a,diagnosticRpmBasedFuelLimitCalculator
0x0002da0e,diagnosticFuelLimitInterpolator
0x0002db10,engineStateFuelLimitInterpolator
0x0002ddea,fuelArbitratorVariablesInit
0x0002e282,calibrationDataValidatorInit
0x0002e3a8,derateTablePointerInit
0x0002e5fe,boostPressureControlStateInit
0x0002e6c2,accumulatorWithOverflowCarry
0x0002e702,fuelDemandStatisticsAccumulator
0x0002e786,boostPressureStatisticsAccumulator
0x0002e7b0,fuelLimitExceedanceStatisticsAccumulator
0x0002e84a,rpmHistogramAndProtectionStatisticsAccumulator
0x0002ecec,statisticsTrackingFlagsReset
0x0002ed06,timerCaptureAverageCalculator
0x0002ed96,timerCaptureHardwareInit
0x0002ee28,vp44FaultThresholdTablesInit
0x0002f5f2,oilPressureTablePointersInit
0x00032342,dzgTimingStateVariablesInit
0x00032b00,sensorHistoryTablePointerInit
0x00032b72,oilPressureRpmLimitTargetSelector
0x000332ce,vp44FaultProtectionSystemInit
0x00033880,vp44CanMessage100Parser
0x000339c2,vp44CanMessage100ResponseBuilder
0x00033a3a,vp44CanMessage200Parser
0x00033b8c,vp44CanMessage200ResponseBuilder
0x00033bf2,vp44CanMessage300Parser
0x000350ae,vp44Message300FaultFlagProcessor
0x00035488,vp44RpmBasedFaultDetector
0x00035548,vp44FaultBit5Reset
0x0000eaf0,diagnosticMemoryAddressResolver
0x0001913e,canFrameDataCopy
0x0001b532,j1939MemoryDataCopyResolver
0x0002860c,fuelDemandFaultCounterIncrement
0x00028638,rpmHistogramAndAveragingStatistics
0x00028b78,protectionFlagAccumulator
0x0002b5aa,pwmTimerMode0Init
0x0002b6c2,pwmTimerMode0Reset
0x0002b744,pwmTimerMode1ChannelSetup
0x0002b880,pwmTimerMode1Update
0x0002b9b8,pwmTimerModeDispatcher
0x0002ba56,pwmTimerCycleAdvance
0x0002bbac,trendingDataTableLookup
0x0002c252,fuelTimingTransitionStateMachine
0x0002c51a,diagnosticModeFuelAdjustmentCalculator
0x0002c870,engineProtectionTimeoutCalculator
0x0002c8fe,engineProtectionScaledValueCalculator
0x0002c968,protectionThresholdDivider
0x0002cb08,diagnosticFuelGainCalculator
0x0002d210,diagnosticMode10FuelController
0x0002d3fa,diagnosticParameterPointersInit
0x0002d43e,vp44DiagnosticModeStateMachine
0x000343f8,vp44FsoFaultRangeMonitor
0x000344e8,vp44TimingFaultMonitor
0x0003566e,signedLinearInterpolation
0x0003574e,unsignedLinearInterpolation
