"name","comment","type","length","unit","memory_address","id","name_short","filename","inserted_at","full_name"
"ConfigFile.ASDP01GN","OFFSET USED TO ADJUST DROOP IN THE GAIN ADJUST CALCULATION OF~0 - 4000","0","2","RPM","010000AC",747,"ASDP01GN","64t6","2025-08-29 09:25:34.670646","ASDP01GN"
"ConfigFile.ASDP02GN","SLOPE MULTIPLIER USED TO ADJUST DROOP IN THE GAIN ADJUST CAL~30- 40000","0","4","RPM","010000AE",748,"ASDP02GN","64t6","2025-08-29 09:25:34.670646","ASDP02GN"
"ConfigFile.ASDP21GN","ALTERNATE OFFSET USED TO ADJUST DROOP IN GAIN ADJUST CALC. FO~0 - 4000","0","2","RPM","010000BA",749,"ASDP21GN","64t6","2025-08-29 09:25:34.670646","ASDP21GN"
"ConfigFile.ASDP22GN","ALTERNATE SLOPE MULTIPLIER USED TO ADJUST DROOP IN GAIN ADJ~30 - 40000","0","4","RPM","010000BC",750,"ASDP22GN","64t6","2025-08-29 09:25:34.670646","ASDP22GN"
"ConfigFile.ASDP31GN","ALTERNATE OFFSET USED TO ADJUST DROOP IN GAIN ADJUST CALC. FO~0 - 4000","0","2","RPM","010000C8",751,"ASDP31GN","64t6","2025-08-29 09:25:34.670646","ASDP31GN"
"ConfigFile.ASDP32GN","ALTERNATE SLOPE MULTIPLIER USED TO ADJUST DROOP IN GAIN ADJ~30 - 40000","0","4","RPM","010000CA",752,"ASDP32GN","64t6","2025-08-29 09:25:34.670646","ASDP32GN"
"ConfigFile.ASDPER","ASG DROOP COMPENSATED ERROR~-2000 - 2000","0","2","RPM","0080A984",753,"ASDPER","64t6","2025-08-29 09:25:34.670646","ASDPER"
"ConfigFile.ASDPGN01","ASG DROOP GAIN 1~0 - 2","0","2","NONE","0080A992",755,"ASDPGN01","64t6","2025-08-29 09:25:34.670646","ASDPGN01"
"ConfigFile.ASDPGN02","ASG DROOP GAIN 2~0 - 2","0","2","NONE","0080A994",756,"ASDPGN02","64t6","2025-08-29 09:25:34.670646","ASDPGN02"
"ConfigFile.ASDPMN02","TOOL ASG DROOP MIN THROTTLE % FOR SWITCHED DROOP 2 ADJUST~0.00 - 50.00","0","2","%","010000B6",757,"ASDPMN02","64t6","2025-08-29 09:25:34.670646","ASDPMN02"
"ConfigFile.ASDPMN03","TOOL ASG DROOP MIN THROTTLE % FOR SWITCHED DROOP 3 ADJUST~0.00 - 50.00","0","2","%","010000C4",758,"ASDPMN03","64t6","2025-08-29 09:25:34.670646","ASDPMN03"
"ConfigFile.ASDPMX02","TOOL ASG DROOP MAX THROTTLE % FOR SWITCHED DROOP 2 ADJUS~0.00 - 100.00","0","2","%","010000B8",759,"ASDPMX02","64t6","2025-08-29 09:25:34.670646","ASDPMX02"
"ConfigFile.ASDPMX03","TOOL ASG DROOP MAX THROTTLE % FOR SWITCHED DROOP 3 ADJUS~0.00 - 100.00","0","2","%","010000C6",760,"ASDPMX03","64t6","2025-08-29 09:25:34.670646","ASDPMX03"
"ConfigFile.ASDPTBXA","ASG DROOP TABLE INPUT AXIS (F(REFERENCE SPEED))~0 - 4500","4","7","RPM","00060492",761,"ASDPTBXA","64t6","2025-08-29 09:25:34.670646","ASDPTBXA"
"ConfigFile.ASDV01GN","ASG DERIVATIVE GAIN 1 CALIBRATION~0 - 0.0025","0","2","FS/R","00807BE8",762,"ASDV01GN","64t6","2025-08-29 09:25:34.670646","ASDV01GN"
"ConfigFile.ASERDC","ASG ERROR DIFFERENCE~-2000 - 2000","0","2","RPM","0080A96E",767,"ASERDC","64t6","2025-08-29 09:25:34.670646","ASERDC"
"ConfigFile.ASETRS","ASG EXTERNAL RESET FLAG~TRUE / FALSE","0","2","NONE","0080A9A0",768,"ASETRS","64t6","2025-08-29 09:25:34.670646","ASETRS"
"ConfigFile.ASFBDC","ASG FEEDBACK DIFFERENCE TERM~-1000 - 1000","0","2","RPM","0080A970",769,"ASFBDC","64t6","2025-08-29 09:25:34.670646","ASFBDC"
"ConfigFile.ASFLHILM","ASG FUELING HIGH LIMIT~0 - 100","0","2","%FU","0080A99C",770,"ASFLHILM","64t6","2025-08-29 09:25:34.670646","ASFLHILM"
"ConfigFile.ASFLLOLM","ASG FUELING LOWER LIMIT~0 - 50","0","2","%FU","0080A99E",771,"ASFLLOLM","64t6","2025-08-29 09:25:34.670646","ASFLLOLM"
"ConfigFile.ASFTRF","ASG FILTERED REFERENCE SPEED~0 - 4500","0","2","RPM","0080A972",773,"ASFTRF","64t6","2025-08-29 09:25:34.670646","ASFTRF"
"ConfigFile.ASGADJSZ","SIZE OF ASG ADJUSTABLE PARAMETERS~0-100","0","2","NONE","01000248",774,"ASGADJSZ","64t6","2025-08-29 09:25:34.670646","ASGADJSZ"
"ConfigFile.ASIT01GN","ASG INTEGRAL GAIN 1 CALIBRATION~0 - 6.75","0","2","F/RS","00807BE4",776,"ASIT01GN","64t6","2025-08-29 09:25:34.670646","ASIT01GN"
"ConfigFile.ASIT02GN","ASG INTEGRAL GAIN 2 CALIBRATION~0 - 6.75","0","2","F/RS","00807BE6",777,"ASIT02GN","64t6","2025-08-29 09:25:34.670646","ASIT02GN"
"ConfigFile.ASMNRF02","ALTERNATE ASG REFERENCE SPEED FOR 0% THROTTLE INPUT~0 - 3000","0","2","RPM","010000C0",817,"ASMNRF02","64t6","2025-08-29 09:25:34.670646","ASMNRF02"
"ConfigFile.ASMNRF03","ALTERNATE ASG REFERENCE SPEED FOR 0% THROTTLE INPUT~0 - 3000","0","2","RPM","010000CE",818,"ASMNRF03","64t6","2025-08-29 09:25:34.670646","ASMNRF03"
"ConfigFile.ASMNRP","ASG REFERENCE SPEED FOR 0% THROTTLE INPUT -SHOULD BE LESS THA~0 - 4500","0","2","RPM","0080A9A4",819,"ASMNRP","64t6","2025-08-29 09:25:34.670646","ASMNRP"
"ConfigFile.ASMXFL","FUELING FROM 4D TABLES USING ASG_SELECTED_SPEED, 100% THROTTLE~0 - 100","0","2","MM3S","0080A976",820,"ASMXFL","64t6","2025-08-29 09:25:34.670646","ASMXFL"
"ConfigFile.ASMXRF02","ALTERNATE ASG REFERENCE SPEED FOR 100% THROTTLE INPUT~0 - 3000","0","2","RPM","010000C2",821,"ASMXRF02","64t6","2025-08-29 09:25:34.670646","ASMXRF02"
"ConfigFile.ASMXRF03","ALTERNATE ASG REFERENCE SPEED FOR 100% THROTTLE INPUT~0 - 3000","0","2","RPM","010000D0",822,"ASMXRF03","64t6","2025-08-29 09:25:34.670646","ASMXRF03"
"ConfigFile.ASMXRP","ASG REFERENCE SPEED FOR 100% THROTTLE INPUT -SHOULD BE GREATE~0 - 4500","0","2","RPM","0080A9A6",823,"ASMXRP","64t6","2025-08-29 09:25:34.670646","ASMXRP"
"ConfigFile.ASPP01GN","ASG PROPORTIONAL GAIN 1 CALIBRATION~0 - 0.135","0","2","%F/R","00807BE0",826,"ASPP01GN","64t6","2025-08-29 09:25:34.670646","ASPP01GN"
"ConfigFile.ASQDAJ","ASG QUADRATIC DERIVATIVE ADJUSTMENT~-100 - 100","0","4","%FU","0080A986",828,"ASQDAJ","64t6","2025-08-29 09:25:34.670646","ASQDAJ"
"ConfigFile.ASQDCFXA","X AXIS OF COEF. TABLE FOR ASG DROOP COMPENSATED ERROR ADJUSTM~0 - 4000","4","13","RPM","00807B70",829,"ASQDCFXA","64t6","2025-08-29 09:25:34.670646","ASQDCFXA"
"ConfigFile.ASQDDPER","QPID ADJUSTED ASG DROOP COMPENSATED ERROR-DERIVATIVE~-2000 - 2000","0","4","RPM","0080A98A",830,"ASQDDPER","64t6","2025-08-29 09:25:34.670646","ASQDDPER"
"ConfigFile.ASQDEN","FLAG TO ENABLE/DISABLE THE ASG QUADRATIC DERIVATIVE SCHEME.~0 - 1","0","2","HEX","0100024E",831,"ASQDEN","64t6","2025-08-29 09:25:34.670646","ASQDEN"
"ConfigFile.ASQIAJ","ASG QUADRATIC INTEGRAL ADJUSTMENT~-500 - 500","0","4","%FU","0080A98E",832,"ASQIAJ","64t6","2025-08-29 09:25:34.670646","ASQIAJ"
"ConfigFile.ASQICFXA","X AXIS OF COEF. TABLE FOR ASG DROOP COMPENSATED ERROR ADJUSTM~0 - 4000","4","13","RPM","00807B38",833,"ASQICFXA","64t6","2025-08-29 09:25:34.670646","ASQICFXA"
"ConfigFile.ASQIDPER","QPID ADJUSTED ASG DROOP COMPENSATED ERROR-INTEGRAL~-2000 - 2000","0","4","RPM","0080A992",834,"ASQIDPER","64t6","2025-08-29 09:25:34.670646","ASQIDPER"
"ConfigFile.ASQIEN","FLAG TO ENABLE/DISABLE THE ASG QUADRATIC INTEGRAL SCHEME.~0 - 1","0","2","HEX","0100024C",835,"ASQIEN","64t6","2025-08-29 09:25:34.670646","ASQIEN"
"ConfigFile.ASQPAJ","ASG QUADRATIC PROPORTIONAL ADJUSTMENT~-500 - 500","0","4","%FU","0080A996",836,"ASQPAJ","64t6","2025-08-29 09:25:34.670646","ASQPAJ"
"ConfigFile.ASQPCFXA","X AXIS OF COEF. TABLE FOR ASG DROOP COMPENSATED ERROR ADJUSTM~0 - 4000","4","13","RPM","00807B00",837,"ASQPCFXA","64t6","2025-08-29 09:25:34.670646","ASQPCFXA"
"ConfigFile.ASQPDPER","QPID ADJUSTED ASG DROOP COMPENSATED ERROR-PROPORTIONAL~-2000 - 2000","0","4","RPM","0080A99A",838,"ASQPDPER","64t6","2025-08-29 09:25:34.670646","ASQPDPER"
"ConfigFile.ASQPEN","FLAG TO ENABLE/DISABLE THE ASG QUADRATIC PROPORTIONAL SCHEME.~0 - 1","0","2","HEX","0100024A",839,"ASQPEN","64t6","2025-08-29 09:25:34.670646","ASQPEN"
"ConfigFile.ASRSSTX1","ASG RESET STATE X1~-2000 - 2000","0","2","RPM","0080A932",841,"ASRSSTX1","64t6","2025-08-29 09:25:34.670646","ASRSSTX1"
"ConfigFile.ASRSSTX2","ASG RESET STATE X2~0 - 100","0","2","%FU","0080A934",842,"ASRSSTX2","64t6","2025-08-29 09:25:34.670646","ASRSSTX2"
"ConfigFile.ASRSSTX3","ASG RESET STATE X3~0 - 4500","0","2","RPM","0080A936",843,"ASRSSTX3","64t6","2025-08-29 09:25:34.670646","ASRSSTX3"
"ConfigFile.ASRSSTX4","ASG RESET STATE X4~-100 - 100","0","2","%FU","0080A938",844,"ASRSSTX4","64t6","2025-08-29 09:25:34.670646","ASRSSTX4"
"ConfigFile.ASRSSTX5","ASG RESET STATE X5~0 - 100","0","2","%FU","0080A93A",845,"ASRSSTX5","64t6","2025-08-29 09:25:34.670646","ASRSSTX5"
"ConfigFile.ASSLDP","ASG SELECTED DROOP SLOPE~0 - 30","0","2","R/%F","0080A99A",848,"ASSLDP","64t6","2025-08-29 09:25:34.670646","ASSLDP"
"ConfigFile.ASSTX1","ASG STATE X1~-2000 - 2000","0","2","RPM","0080A978",849,"ASSTX1","64t6","2025-08-29 09:25:34.670646","ASSTX1"
"ConfigFile.ASSTX2","ASG STATE X2~-100 - 100","0","2","%FU","0080A97A",850,"ASSTX2","64t6","2025-08-29 09:25:34.670646","ASSTX2"
"ConfigFile.ASSTX4","ASG STATE X4~-100 - 100","0","2","%FU","0080A97C",851,"ASSTX4","64t6","2025-08-29 09:25:34.670646","ASSTX4"
"ConfigFile.ASSTX5","ASG STATE X5~-100 - 100","0","2","%FU","0080A97E",852,"ASSTX5","64t6","2025-08-29 09:25:34.670646","ASSTX5"
"ConfigFile.ASSTX6","ASG STATE X6~-100 - 100","0","2","%FU","0080A980",853,"ASSTX6","64t6","2025-08-29 09:25:34.670646","ASSTX6"
"ConfigFile.ASTH01DP","ASG THROTTLE DROOP GAIN 1~0 - 1","0","2","NONE","0080A996",854,"ASTH01DP","64t6","2025-08-29 09:25:34.670646","ASTH01DP"
"ConfigFile.ASTH02DP","ASG THROTTLE DROOP GAIN 2~0.5 - 1","0","2","NONE","0080A998",855,"ASTH02DP","64t6","2025-08-29 09:25:34.670646","ASTH02DP"
"ConfigFile.ASTHRFES","ALL SPEED GOVERNOR REFERENCE SPEED BASED UPON THROTTLE POSITI~0 - 3000","0","2","RPM","0080A98C",858,"ASTHRFES","64t6","2025-08-29 09:25:34.670646","ASTHRFES"
"ConfigFile.ASTL01MN","MINIMUM FOR ASG_DROOP_GAIN1~0 - 4000","0","2","RPM","00060018",859,"ASTL01MN","64t6","2025-08-29 09:25:34.670646","ASTL01MN"
"ConfigFile.ASTL01MX","MAXIMUM FOR ASG_DROOP_GAIN1~0 - 4000","0","2","RPM","0006001A",860,"ASTL01MX","64t6","2025-08-29 09:25:34.670646","ASTL01MX"
"ConfigFile.ASTL02MN","MINIMUM FOR ASG_DROOP_GAIN2~NONE","0","2","RPM","0006001C",861,"ASTL02MN","64t6","2025-08-29 09:25:34.670646","ASTL02MN"
"ConfigFile.ASTL02MX","MAXIMUM FOR ASG_DROOP_GAIN2~NONE","0","2","RPM","0006001E",862,"ASTL02MX","64t6","2025-08-29 09:25:34.670646","ASTL02MX"
"ConfigFile.ASTLMNMN","MINIMUM ALLOWED SPEED FOR ASG_MINIMUM_SPEED~0 - 3000","0","2","RPM","00060020",863,"ASTLMNMN","64t6","2025-08-29 09:25:34.670646","ASTLMNMN"
"ConfigFile.ASTLMNMX","MAXIMUM ALLOWED SPEED FOR ASG_MINIMUM_SPEED~0 - 3000","0","2","RPM","00060022",864,"ASTLMNMX","64t6","2025-08-29 09:25:34.670646","ASTLMNMX"
"ConfigFile.ASTLMXMN","MINIMUM ALLOWED SPEED FOR ASG_MAXIMUM_SPEED~0 - 3000","0","2","RPM","00060024",865,"ASTLMXMN","64t6","2025-08-29 09:25:34.670646","ASTLMXMN"
"ConfigFile.ASTLMXMX","MAXIMUM ALLOWED SPEED FOR ASG_MAXIMUM_SPEED~0 - 3000","0","2","RPM","00060026",866,"ASTLMXMX","64t6","2025-08-29 09:25:34.670646","ASTLMXMX"
"ConfigFile.ATAAPRDF","DEFAULT FUELING TO BE USED BY ALTITUDE DERATE IF AMBIENT AIR P~0 - 100","0","2","MM3S","00807ABC",867,"ATAAPRDF","64t6","2025-08-29 09:25:34.670646","ATAAPRDF"
"ATAAPRYA","AMBIENT AIR PRESSURE AXIS VALUES (4 VALUES) FOR ALTITUDE_DERA~0 - 30.0","4","4","INHG","000603BA",868,"ATAAPRYA","64t6","2025-08-29 09:25:34.670646","ATAAPRYA"
"ConfigFile.ATAPMNTM","TIME ALPHA IS LATCHED TO ADALF AFTER ALTITUDE DERATE STOPS FUE~0 - 900","0","2","SEC","00807AAA",870,"ATAPMNTM","64t6","2025-08-29 09:25:34.670646","ATAPMNTM"
"ConfigFile.ATENESTR","ENGINE SPEED ABOVE WHICH DERATING WILL OCCUR WHEN AMBIENT AIR~0 - 8000","0","2","RPM","00807ABA",871,"ATENESTR","64t6","2025-08-29 09:25:34.670646","ATENESTR"
"ConfigFile.ATESXA","ENGINE RPM AXIS VALUES (21 VALUES) FOR ALTITUDE_DERATE_FUELIN~0 - 8000","4","21","RPM","000603BA",872,"ATESXA","64t6","2025-08-29 09:25:34.670646","ATESXA"
"ConfigFile.ATFLLMZA","TABLE OF FUEL LIMIT VALUES USED BY ALTITUDE DERATE (21X4 VALUE~0 - 100","6","2","MM3S","000603BA",873,"ATFLLMZA","64t6","2025-08-29 09:25:34.670646","ATFLLMZA"
"ConfigFile.AUDIT_TR","MULTI BYTE SERVICE TOOL CHANGE TRACKING AREA~N/A","2","2","NONE","010001D2",875,"AUDIT_TR","64t6","2025-08-29 09:25:34.670646","AUDIT_TR"
"ConfigFile.BCASTTBL","SPECIAL ENGINE MONITOR BROADCAST TABLE~NONE","0","2","NONE","008089DA",876,"BCASTTBL","64t6","2025-08-29 09:25:34.670646","BCASTTBL"
"ConfigFile.BKLSMXEL","MAX_EPS_BACKUP_LOST_DURATION~0 - 20","0","2","SEC","00807EE2",877,"BKLSMXEL","64t6","2025-08-29 09:25:34.670646","BKLSMXEL"
"ConfigFile.BLK_SIZE","CALIBRATION DOWNLOAD SIZE~N/A","0","4","HEX","00000000",878,"BLK_SIZE","64t6","2025-08-29 09:25:34.670646","BLK_SIZE"
"ConfigFile.BOOTDST","THE FLASH ADDRESS TO COPY TO WHEN REPROGRAMMING THE BOOT BLOCK~NONE","0","4","HEX","008084FC",880,"BOOTDST","64t6","2025-08-29 09:25:34.670646","BOOTDST"
"ConfigFile.BOOTKEY","THIS KEY MUST BE SET TO BAD1 BEFORE BOOT BLOCK IS PROGRAMMED~NONE","0","2","HEX","00808504",881,"BOOTKEY","64t6","2025-08-29 09:25:34.670646","BOOTKEY"
"ConfigFile.BOOTLEN","THE LENGTH OF THE BLOCK TO COPY WHEN REPROGRAMMING THE BOOT BLOCK~NONE","0","4","HEX","00808500",882,"BOOTLEN","64t6","2025-08-29 09:25:34.670646","BOOTLEN"
"ConfigFile.BOOTSRC","THE RAM ADDRESS TO COPY FROM WHEN REPROGRAMMING THE BOOT BLOCK~NONE","0","4","HEX","008084F8",883,"BOOTSRC","64t6","2025-08-29 09:25:34.670646","BOOTSRC"
"ConfigFile.BSSNPZ","INDICATES THAT BOOST PRESS SENSOR IS ABSOLUTE PRESSURE SENS~TRUE/FALSE","0","2","N/A","00807D12",884,"BSSNPZ","64t6","2025-08-29 09:25:34.670646","BSSNPZ"
"ConfigFile.BSTABSXA","BOOST PRESS AXIS FOR MISFIRE LIMIT TABLE~0 TO 250","4","4","INHG","0080794E",886,"BSTABSXA","64t6","2025-08-29 09:25:34.670646","BSTABSXA"
"BSTAESYA","SPEED AXIS FOR MISFIRE LIMIT TABLE~0 TO 4500","4","4","RPM","0080794E",887,"BSTAESYA","64t6","2025-08-29 09:25:34.670646","BSTAESYA"
"ConfigFile.BSTAMNLM","OUTPUT OF THE MISFIRE TIMING LIMIT TABLE~-60 TO 60","0","2","DADV","0080A26E",888,"BSTAMNLM","64t6","2025-08-29 09:25:34.670646","BSTAMNLM"
"ConfigFile.BSTATBZA","TABLE FOR DETERMINING MINIMUM ADVANCE FOR MISFIRE~-60 TO 60","6","2","DADV","0080794E",889,"BSTATBZA","64t6","2025-08-29 09:25:34.670646","BSTATBZA"
"ConfigFile.BSTPRS","BOOST PRESSURE~0-100","0","2","INHG","0080A320",890,"BSTPRS","64t6","2025-08-29 09:25:34.670646","BSTPRS"
"ConfigFile.C1MO15MK","MASK USED FOR CAN MSG OBJECT 15.~0 - FFFFFFFF","0","4","HEX","0080849E",891,"C1MO15MK","64t6","2025-08-29 09:25:34.670646","C1MO15MK"
"ConfigFile.CABLSPT1","COOLANT ADVANCE PLACE HOLDER NUMBER ONE~0 - 100","0","2","NONE","00060570",892,"CABLSPT1","64t6","2025-08-29 09:25:34.670646","CABLSPT1"
"ConfigFile.CABLSPT3","COOLANT ADVANCE PLACE HOLDER NUMBER THREE~0 - 120","5","2","NONE","00060584",893,"CABLSPT3","64t6","2025-08-29 09:25:34.670646","CABLSPT3"
"ConfigFile.CAL_DATE","CALIBRATION RELEASE DATE.~N/A","2","6","HEX","01000080",895,"CAL_DATE","64t6","2025-08-29 09:25:34.670646","CAL_DATE"
"ConfigFile.CAL_E2","EEPROM CALIBRATION~NONE","0","4","NONE","0100003A",896,"CAL_E2","64t6","2025-08-29 09:25:34.670646","CAL_E2"
"ConfigFile.CAL_RAM","RAM CALIBRATION~NONE","0","4","NONE","0100003A",897,"CAL_RAM","64t6","2025-08-29 09:25:34.670646","CAL_RAM"
"ConfigFile.CAL_ROM","ROM CALIBRATION~NONE","0","4","NONE","0100003A",898,"CAL_ROM","64t6","2025-08-29 09:25:34.670646","CAL_ROM"
"ConfigFile.CBACGNCS","THE VALUE WHICH CAUSES ONE ADD'N'L BRAKE TO BE APPLIED AT A GI~0 - 300","0","2","%B/M","00807C2E",899,"CBACGNCS","64t6","2025-08-29 09:25:34.670646","CBACGNCS"
"ConfigFile.CBOSFBVS","THE POINT ON THE SPEED AXIS WHERE E-BRAKE WILL BE AT 100% BRA~1.5 - 25","0","2","MPH","01000550",1013,"CBOSFBVS","64t6","2025-08-29 09:25:34.670646","CBOSFBVS"
"ConfigFile.CBOSHYVS","THE MINIMUM SPEED LOSS REQUIRED TO REDUCE E-BRAKE BY ONE LEVEL~0.5 - 5","0","2","MPH","00807C30",1014,"CBOSHYVS","64t6","2025-08-29 09:25:34.670646","CBOSHYVS"
"ConfigFile.CBOSMXDI","THE DECELERATION VALUE WHERE E-BRAKING WILL BE REMOVED.~-1 - -0.01","0","2","M/S","00807C32",1015,"CBOSMXDI","64t6","2025-08-29 09:25:34.670646","CBOSMXDI"
"ConfigFile.CBOSSBVS","THE POINT ON THE SPEED AXIS WHERE E-BRAKE WILL START BRAKING.~1.5 - 25","0","2","MPH","01000552",1016,"CBOSSBVS","64t6","2025-08-29 09:25:34.670646","CBOSSBVS"
"ConfigFile.CBOSTDVS","THE VALUE ABOVE SET SPEED WHERE E-BRAKES WILL TURN OFF REGARD~0.5 - 10","0","2","MPH","00807C2A",1017,"CBOSTDVS","64t6","2025-08-29 09:25:34.670646","CBOSTDVS"
"ConfigFile.CBSBLV","THE POINT ON THE % BRAKING AXIS WHERE ENGINE BRAKING WILL BEGI~0 - 100","0","2","%BR","00807C2C",1018,"CBSBLV","64t6","2025-08-29 09:25:34.670646","CBSBLV"
"ConfigFile.CCEBADSZ","SIZE OF CC_ENGINE_BRAKE ADJUSTABLE PARAMETERS~N/A","0","2","NONE","0100054E",1019,"CCEBADSZ","64t6","2025-08-29 09:25:34.670646","CCEBADSZ"
"ConfigFile.CGLMRMRT","THE RATE AT WHICH THE LIMIT SPEED IS RAMPED DOWN TO THE LOW LIM~0 - 10","0","2","M/S","008089C8",1024,"CGLMRMRT","64t6","2025-08-29 09:25:34.670646","CGLMRMRT"
"ConfigFile.CK4DTA","4D TIMING OUTPUT BY CRANK~0-120","0","2","DADV","0080D09C",1025,"CK4DTA","64t6","2025-08-29 09:25:34.670646","CK4DTA"
"ConfigFile.CKAJIIES","CRANK ADJUSTED INITIAL RPM~0-1000","0","2","RPM","0080D0B0",1026,"CKAJIIES","64t6","2025-08-29 09:25:34.670646","CKAJIIES"
"ConfigFile.CKAJIIFL","CRANK ADJUSTED INITIAL FUEL~0-100","0","2","MM3S","0080D0AE",1027,"CKAJIIFL","64t6","2025-08-29 09:25:34.670646","CKAJIIFL"
"ConfigFile.CKCDCLES","CRANK LOW COOLANT TEMPERATURE RPM~0-1000","0","2","RPM","00807EFC",1028,"CKCDCLES","64t6","2025-08-29 09:25:34.670646","CKCDCLES"
"ConfigFile.CKCDCLFL","CRANK LOW COOLANT TEMPERATURE FUELING~0 - 100","0","2","MM3S","00807EF8",1029,"CKCDCLFL","64t6","2025-08-29 09:25:34.670646","CKCDCLFL"
"ConfigFile.CKCDCLTP","CRANK LOW COOLANT TEMPERATURE~-50 TO 293","0","2","DEGF","00807EEE",1030,"CKCDCLTP","64t6","2025-08-29 09:25:34.670646","CKCDCLTP"
"ConfigFile.CKCDIMES","CRANK LOW INTAKE MANIFOLD TEMPERATURE RPM~0-1000","0","2","RPM","00807F04",1031,"CKCDIMES","64t6","2025-08-29 09:25:34.670646","CKCDIMES"
"ConfigFile.CKCDIMTA","CRANK LOW INTAKE MANIFOLD TEMPERATURE TVC~0-120","0","2","DADV","00807F00",1032,"CKCDIMTA","64t6","2025-08-29 09:25:34.670646","CKCDIMTA"
"ConfigFile.CKCDIMTP","CRANK LOW INTAKE MANIFOLD TEMPERATURE~-50 TO 293","0","2","DEGF","00807EF2",1033,"CKCDIMTP","64t6","2025-08-29 09:25:34.670646","CKCDIMTP"
"ConfigFile.CKCLTAIC","COOLANT ADVANCE TIMING OUTPUT BY CRANK~0-700","0","2","DADV","0080D0A2",1034,"CKCLTAIC","64t6","2025-08-29 09:25:34.670646","CKCLTAIC"
"ConfigFile.CKCNEXES","ENGINE SPEED AT WHICH THE ALGORITHM STOPS COMMANDING FUEL~0-1400","0","2","RPM","00807EEA",1035,"CKCNEXES","64t6","2025-08-29 09:25:34.670646","CKCNEXES"
"ConfigFile.CKCNEXTM","CRANK EXIT TIME~0-13107","0","2","SEC","00807F10",1036,"CKCNEXTM","64t6","2025-08-29 09:25:34.670646","CKCNEXTM"
"ConfigFile.CKCNJSTM","CRANK JUMPSTART TIME~0-13107","0","2","SEC","00807F0A",1037,"CKCNJSTM","64t6","2025-08-29 09:25:34.670646","CKCNJSTM"
"ConfigFile.CKEGSRIH","ENGINE STARTUP INHIBIT~TRUE/FALSE","0","2","T/F","008057BE",1038,"CKEGSRIH","64t6","2025-08-29 09:25:34.670646","CKEGSRIH"
"ConfigFile.CKEXESOF","CRANK EXITED INITIAL RPM OFFSET~-1000- 1000","0","2","RPM","00807F14",1039,"CKEXESOF","64t6","2025-08-29 09:25:34.670646","CKEXESOF"
"ConfigFile.CKEXESSW","CRANK EXIT SPEED SWITCH  1 = USE CALIBRATION/0=USE LSG RFERENCE~0, 1","0","2","1/0","01000480",1040,"CKEXESSW","64t6","2025-08-29 09:25:34.670646","CKEXESSW"
"ConfigFile.CKEXFLAJ","CRANK EXIT FUEL ADJUSTMENT~0-100","0","2","MM3S","0080D0B6",1041,"CKEXFLAJ","64t6","2025-08-29 09:25:34.670646","CKEXFLAJ"
"ConfigFile.CKEXFLOF","CRANK EXITED INITIAL FUELING OFFSET~-100 - 100","0","2","MM3S","00807F12",1042,"CKEXFLOF","64t6","2025-08-29 09:25:34.670646","CKEXFLOF"
"ConfigFile.CKEXFLRT","CRANK EXIT FUEL RAMP RATE~0-100","0","2","MM3S","00807F18",1043,"CKEXFLRT","64t6","2025-08-29 09:25:34.670646","CKEXFLRT"
"ConfigFile.CKEXTA","CRANK EXIT ADVANCE~0-120","0","2","DADV","0080D0B8",1044,"CKEXTA","64t6","2025-08-29 09:25:34.670646","CKEXTA"
"ConfigFile.CKEXTM","CRANK EXIT TIMER~0-13107","0","2","SEC","0080D09E",1045,"CKEXTM","64t6","2025-08-29 09:25:34.670646","CKEXTM"
"ConfigFile.CKFLOFMX","CRANK EXIT FUEL RAMP RATE MAXIMUM~0-100","0","2","MM3S","00807F1A",1046,"CKFLOFMX","64t6","2025-08-29 09:25:34.670646","CKFLOFMX"
"ConfigFile.CKFLRMES","CRANK EXIT FUEL RAMP RPM~0-1000","0","2","RPM","00807F16",1047,"CKFLRMES","64t6","2025-08-29 09:25:34.670646","CKFLRMES"
"ConfigFile.CKHTCLES","CRANK HIGH COOLANT TEMPERATURE RPM~0-1000","0","2","RPM","00807EFA",1048,"CKHTCLES","64t6","2025-08-29 09:25:34.670646","CKHTCLES"
"ConfigFile.CKHTCLFL","CRANK HIGH COOLANT TEMPERATURE FUELING~0 - 100","0","2","MM3S","00807EF6",1049,"CKHTCLFL","64t6","2025-08-29 09:25:34.670646","CKHTCLFL"
"ConfigFile.CKHTCLTP","CRANK HIGH COOLANT TEMPERATURE~-50 TO 293","0","2","DEGF","00807EEC",1050,"CKHTCLTP","64t6","2025-08-29 09:25:34.670646","CKHTCLTP"
"ConfigFile.CKHTIMES","CRANK HIGH INTAKE MANIFOLD TEMPERATURE RPM~0-1000","0","2","RPM","00807F02",1051,"CKHTIMES","64t6","2025-08-29 09:25:34.670646","CKHTIMES"
"ConfigFile.CKHTIMTA","CRANK HIGH INTAKE MANIFOLD TEMPERATURE TIMING~0-120","0","2","DADV","00807EFE",1052,"CKHTIMTA","64t6","2025-08-29 09:25:34.670646","CKHTIMTA"
"ConfigFile.CKHTIMTP","CRANK HIGH INTAKE MANIFOLD TEMPERATURE~-50 TO 293","0","2","DEGF","00807EF0",1053,"CKHTIMTP","64t6","2025-08-29 09:25:34.670646","CKHTIMTP"
